时间,457+508,505+457+508,505+457
119.9,-29.06321507,-53.58160425,-35.35858681
120,-28.71317892,-58.48041728,-36.65771185
120.1,-28.17758914,-62.72755345,-37.43803007
120.2,-27.4673351,-66.25845054,-37.65633524
120.3,-26.5944176,-69.01819554,-37.27811842
120.4,-25.57181349,-70.96244456,-36.27836216
120.5,-24.41333452,-72.0581857,-34.6421843
120.6,-23.13348185,-72.28433212,-32.36531923
120.7,-21.74729756,-71.63213491,-29.45442715
120.8,-20.27021461,-70.10540833,-25.92722433
120.9,-18.71790655,-67.72056289,-21.81243055
121,-17.10613841,-64.50644478,-17.14953269
121.1,-15.4506201,-60.5039831,-11.98836642
121.2,-13.76686357,-55.76564953,-6.388520973
121.3,-12.07004504,-50.35473779,-0.418574848
121.4,-10.37487347,-44.34447348,5.844826917
121.5,-8.695466278,-37.81696721,12.31804064
121.6,-7.0452335,-30.86202661,18.91162135
121.7,-5.436771195,-23.57584514,25.53163167
121.8,-3.881764993,-16.05958752,32.08104243
121.9,-2.390904517,-8.41789322,38.46120365
122,-0.97380929,-0.757320994,44.57336293
122.1,0.361033338,6.815241743,50.32020796
122.2,1.606317866,14.19418014,55.60740859
122.3,2.755957638,21.27673903,60.34513434
122.4,3.805108993,27.9645713,64.44952301
122.5,4.750182558,34.16522355,67.84407695
122.6,5.588841746,39.79353566,70.46096425
122.7,6.31998868,44.77293265,72.24220362
122.8,6.943737853,49.03658832,73.14071339
122.9,7.46137796,52.52844246,73.12120692
123,7.875322446,55.20405553,72.16091912
123.1,8.189049393,57.03128714,70.25015124
123.2,8.4070315,57.99078739,67.39262383
123.3,8.534656959,58.07629318,63.60563071
123.4,8.578142134,57.29472431,58.91998983
123.5,8.544437019,55.66607753,53.37978987
123.6,8.441124489,53.22311975,47.04193491
123.7,8.276314437,50.01088474,39.97549226
123.8,8.058533918,46.08598066,32.26085176
123.9,7.796614438,41.51571884,23.98870789
124,7.49957758,36.37707693,15.25887873
124.1,7.176520126,30.75551202,6.178978258
124.2,6.836499861,24.74364212,-3.137038926
124.3,6.488423222,18.43981572,-12.57043947
124.4,6.140935925,11.94659182,-21.99935705
124.5,5.802317682,5.369153401,-31.30049792
124.6,5.480382062,-1.186320966,-40.35088099
124.7,5.182382501,-7.61430246,-49.02958678
124.8,4.914925404,-13.81154875,-57.21948908
124.9,4.683891211,-19.67870693,-64.80894346
125,4.494364216,-25.12185772,-71.69340728
125.1,4.350571829,-30.05397706,-77.77696681
125.2,4.255833916,-34.39629241,-82.9737483
125.3,4.212522694,-38.07951255,-87.20919158
125.4,4.222033613,-41.04491182,-90.42116678
125.5,4.284767505,-43.24525185,-92.56091704
125.6,4.400124198,-44.64552623,-93.59381253
125.7,4.566507661,-45.22351657,-93.49990417
125.8,4.781342649,-44.97015103,-92.27426817
125.9,5.041102687,-43.88965957,-89.92713564
126,5.341349142,-41.99952332,-86.48380499
126.1,5.676780994,-39.3302186,-81.98433771
126.2,6.041294846,-35.92475941,-76.48304171
126.3,6.428054574,-31.83804506,-70.04774931
126.4,6.829569947,-27.13602307,-62.75890037
126.5,7.237783453,-21.89467979,-54.70844351
126.6,7.644164462,-16.19887442,-45.99857168
126.7,8.039809814,-10.14103404,-36.74031027
126.8,8.415549824,-3.819729797,-27.05197864
126.9,8.762058647,2.661843958,-17.05754735
127,9.0699679,9.197464258,-6.884915521
127.1,9.329982401,15.67952327,3.335866632
127.2,9.53299683,22.00069598,13.47440391
127.3,9.670212154,28.05560609,23.40176434
127.4,9.733250577,33.74246459,32.99226298
127.5,9.714267855,38.96465565,42.12519525
127.6,9.606061776,43.63224556,50.6864944
127.7,9.402175654,47.66339129,58.57028895
127.8,9.09699574,50.98562714,65.68033754
127.9,8.685841451,53.53700959,71.93132042
128,8.165047447,55.26710267,77.24996897
128.1,7.532036584,56.13778869,81.57601736
128.2,6.785382902,56.12389188,84.86296271
128.3,5.924863869,55.2136053,87.07862356
128.4,4.951501195,53.40871429,88.20548908
128.5,3.867589649,50.7246133,88.24085482
128.6,2.676713402,47.19011551,87.19674406
128.7,1.383749542,42.84705833,85.09961686
128.8,-0.005141478,37.74971082,81.98987229
128.9,-1.482538566,31.96399194,77.92115237
129,-3.039795898,25.56651189,72.95945905
129.1,-4.667091863,18.64345091,67.18209855
129.2,-6.353490788,11.28929305,60.67646982
129.3,-8.087017072,3.60543391,53.53871609
129.4,-9.854741209,-4.301315938,45.87226066
129.5,-11.6428771,-12.32030936,37.78624948
129.6,-13.43688989,-20.33869854,29.39392454
129.7,-15.22161352,-28.24310348,20.81095298
129.8,-16.98137702,-35.92128774,12.15373732
129.9,-18.70013851,-43.26381589,3.537732361
130,-20.36162579,-50.16566746,-4.92420589
130.1,-21.94948234,-56.52778314,-13.12341462
130.2,-23.44741736,-62.25851962,-20.95693827
130.3,-24.8393587,-67.27499137,-28.32894004
130.4,-26.10960714,-71.50427914,-35.15199015
130.5,-27.24299068,-74.88448712,-41.34821251
130.6,-28.22501752,-77.36563321,-46.85027345
130.7,-29.0420261,-78.91035926,-51.60219892
130.8,-29.68133098,-79.49445095,-55.56000917
130.9,-30.13136301,-79.10716026,-58.69216299
131,-30.38180251,-77.75132588,-60.97980641
131.1,-30.42370407,-75.44329092,-62.41682405
131.2,-30.24961174,-72.2126194,-63.00969413
131.3,-29.8536634,-68.10161706,-62.77715161
131.4,-29.23168316,-63.16466423,-61.74966634
131.5,-28.3812608,-57.46737194,-59.96874666
131.6,-27.30181728,-51.08557471,-57.48608074
131.7,-25.99465552,-44.1041763,-54.36253127
131.8,-24.46299577,-36.61586659,-50.66700051
131.9,-22.71199495,-28.71972986,-46.47518532
132,-20.74874955,-20.51976631,-41.86824285
132.1,-18.5822818,-12.12334984,-36.93138917
132.2,-16.22350892,-3.639646046,-31.75245395
132.3,-13.68519546,4.821985075,-26.42041469
132.4,-10.98188884,13.15357718,-21.0239344
132.5,-8.129838458,21.25011208,-15.64992615
132.6,-5.146898628,29.01101691,-10.38216748
132.7,-2.052416114,36.34158154,-5.299986716
132.8,1.132897145,43.15427462,-0.477041676
132.9,4.387105226,49.36993894,4.019790024
133,7.687202343,54.91884824,8.131392098
133.1,11.00927879,59.74161038,11.80724723
133.2,14.32869749,63.78990376,15.00611878
133.3,17.62027979,67.02703701,17.69656672
133.4,20.85849913,69.42832453,19.85729074
133.5,24.01768101,70.98127355,21.47729639
133.6,27.0722077,71.68558125,22.55588292
133.7,29.99672607,71.55294369,23.10245458
133.8,32.7663568,70.60668099,23.13615991
133.9,35.35690326,68.88118638,22.68536643
134,37.74505841,66.42120931,21.78698084
134.1,39.90860777,63.28098541,20.48562728
134.2,41.82662695,59.52322852,18.83269857
134.3,43.47967184,55.21800209,16.88529736
134.4,44.84995998,50.44148907,14.70508583
134.5,45.92154131,45.27468095,12.35706424
134.6,46.68045683,39.80200772,9.908299402
134.7,47.11488379,34.10993144,7.426625284
134.8,47.21526588,28.28552657,4.979338068
134.9,46.97442729,22.41507008,2.631908214
135,46.38766941,16.58266443,0.446731618
135.1,45.4528492,10.86891548,-1.518058672
135.2,44.17043838,5.349686652,-3.209699801
135.3,42.54356263,0.094949131,-4.581806517
135.4,40.57802032,-4.832253658,-5.595261344
135.5,38.28228024,-9.376711144,-6.218972195
135.6,35.66745825,-13.49180624,-6.430484342
135.7,32.7472726,-17.14011996,-6.216436125
135.8,29.53797813,-20.29387116,-5.572850365
135.9,26.05827953,-22.93518513,-4.505256268
136,22.3292242,-25.05618782,-3.028639389
136.1,18.3740752,-26.65892529,-1.167220162
136.2,14.21816513,-27.75511088,1.045935639
136.3,9.888731862,-28.36570538,3.569468295
136.4,5.414737179,-28.5203385,6.35442848
136.5,0.826669613,-28.25658217,9.345122985
136.6,-3.843667224,-27.61908912,12.48008792
136.7,-8.56337925,-26.65861191,15.69317326
136.8,-13.29871788,-25.43091999,18.91472076
136.9,-18.01532562,-23.99563377,22.07281546
137,-22.67848945,-22.41499616,25.09458994
137.1,-27.25340014,-20.75260312,27.90755932
137.2,-31.70541551,-19.07211526,30.44096445
137.3,-36.00032559,-17.43597297,32.62710049
137.4,-40.10461774,-15.90413763,34.4026083
137.5,-43.98573952,-14.53288058,35.70970628
137.6,-47.61235736,-13.37364131,36.4973416
137.7,-50.95460893,-12.47197476,36.72224051
137.8,-53.98434716,-11.86660624,36.34983936
137.9,-56.67537398,-11.58861091,35.35507954
138,-59.00366185,-11.66073234,33.72305178
138.1,-60.94756119,-12.09685271,31.44947773
138.2,-62.48799208,-12.90162439,28.54101918
138.3,-63.60861842,-14.07027021,25.01540808
138.4,-64.29600319,-15.58855672,20.90139345
138.5,-64.53974336,-17.43294192,16.23850417
138.6,-64.33258316,-19.57089609,11.07662966
138.7,-63.67050469,-21.96139125,5.475423421
138.8,-62.55279494,-24.55555212,-0.496462716
138.9,-60.98208844,-27.29745858,-6.762302922
139,-58.96438502,-30.1250871,-13.23836703
139.1,-56.50904225,-32.97137618,-19.83511972
139.2,-53.6287424,-35.76539867,-26.45853142
139.3,-50.33943394,-38.433622,-33.01148085
139.4,-46.66024775,-40.90123575,-39.39522796
139.5,-42.6133885,-43.09352455,-45.51093438
139.6,-38.22400164,-44.93726376,-51.26120768
139.7,-33.52001703,-46.3621144,-56.55164531
139.8,-28.53196997,-47.30199398,-61.29235371
139.9,-23.29280084,-47.69639982,-65.39941835
140,-17.83763475,-47.4916623,-68.7963013
140.1,-12.20354258,-46.64210609,-71.41514337
140.2,-6.429285152,-45.11109916,-73.19794982
140.3,-0.555042234,-42.87197056,-74.09763982
140.4,5.377871605,-39.90878031,-74.07894208
140.5,11.32730235,-36.2169267,-73.11912131
140.6,17.25056091,-31.80357897,-71.2085226
140.7,23.10473429,-26.68792597,-68.35092376
140.8,28.84700125,-20.90123416,-64.56368835
140.9,34.43495015,-14.48671165,-59.87771525
141,39.82689656,-7.499177529,-54.33718392
141.1,44.98219824,-0.004539228,-47.99909729
141.2,49.86156504,7.920916343,-40.93262774
141.3,54.42736147,16.19140935,-33.21827432
141.4,58.64389942,24.71271963,-24.94684274
141.5,62.47771885,33.38339103,-16.21826199
141.6,65.89785428,42.09607078,-7.140254332
141.7,68.87608473,50.73896482,2.173122303
141.8,71.3871654,59.19738793,11.60303851
141.9,73.40903892,67.35538623,21.02754142
142,74.92302461,75.09740776,30.32326233
142.1,75.91398402,82.30999632,39.36715881
142.2,76.37046141,88.88348305,48.03826533
142.3,76.28479787,94.71364992,56.2194265
142.4,75.65321799,99.70333977,63.79898683
142.5,74.47588836,103.7639878,70.67241174
142.6,72.75694699,106.8170511,76.74381527
142.7,70.50450353,108.7953127,81.92737156
142.8,67.73060982,109.6440408,86.14858838
142.9,64.45120085,109.3219831,89.3454235
143,60.68600648,107.8021807,91.46922664
143.1,56.45843416,105.0725872,92.48549252
143.2,51.79542352,101.1364826,92.3744131
143.3,46.72727365,96.01267398,91.13122042
143.4,41.28744411,89.73547744,88.76631427
143.5,35.51233115,82.35448107,85.30517222
143.6,29.44102052,73.93408948,80.78804301
143.7,23.11501863,64.55285554,75.26942715
143.8,16.5779639,54.30260736,68.81735212
143.9,9.875320399,43.28738166,61.51245248
144,3.054055943,31.62217784,53.44686823
144.1,-3.837693089,19.43154958,44.72297726
144.2,-10.7509677,6.848053389,35.45198062
144.3,-17.6363405,-5.989424445,25.75236107
144.4,-24.44427558,-18.93743898,15.74823774
144.5,-31.12549139,-31.849831,5.567640854
144.6,-37.6313239,-44.57961841,-4.659268007
144.7,-43.91408726,-56.98090811,-14.80200399
144.8,-49.92742944,-68.91080076,-24.73156893
144.9,-55.62667983,-80.23126169,-34.32223649
145,-60.96918649,-90.81093098,-43.4532865
145.1,-65.91464021,-100.5268471,-52.01066302
145.2,-70.425383,-109.2660595,-59.88853198
145.3,-74.46669864,-116.9271069,-66.99071582
145.4,-78.00708286,-123.4213405,-73.23198432
145.5,-81.01849127,-128.6740742,-78.53918314
145.6,-83.47656283,-132.6255433,-82.85218398
145.7,-85.36081721,-135.231661,-86.12464299
145.8,-86.65482442,-136.464561,-88.32455704
145.9,-87.34634521,-136.312918,-89.43461048
146,-87.42744124,-134.7820442,-89.45230815
146.1,-86.89455388,-131.8937594,-88.38989366
146.2,-85.74855095,-127.6860375,-86.27405533
146.3,-83.99474103,-122.212436,-83.1454251
146.4,-81.64285492,-115.5413167,-79.05787898
146.5,-78.70699437,-107.7548698,-74.07765062
146.6,-75.20554832,-98.9479565,-68.28227221
146.7,-71.16107701,-89.22678693,-61.75935962
146.8,-66.60016495,-78.7074541,-54.60526066
146.9,-61.55324345,-67.51434468,-46.9235879
147,-56.05438416,-55.7784506,-38.82365836
147.1,-50.14106483,-43.63560632,-30.41886444
147.2,-43.85390914,-31.22467724,-21.8250008
147.3,-37.23640231,-18.6857258,-13.15857271
147.4,-30.33458459,-6.158181634,-4.535111529
147.5,-23.19672482,6.22095794,3.932477446
147.6,-15.87297636,18.31887155,12.13550999
147.7,-8.415018086,30.00857685,19.97103719
147.8,-0.875682831,41.17048996,27.34325668
147.9,6.691423842,51.69385975,34.16480019
148,14.23231177,61.47805748,40.3578791
148.1,21.6929984,70.43370492,45.85527159
148.2,29.01990206,78.48362617,50.60113792
148.3,36.16023359,85.56361171,54.55165281
148.4,43.06238313,91.62298565,57.67544709
148.5,49.67629949,96.62497069,59.9538535
148.6,55.953859,100.546848,61.38095494
148.7,61.84922129,103.3799124,61.96343619
148.8,67.31916917,105.1292275,61.72024366
148.9,72.32343018,105.8131852,60.68206008
149,76.82497731,105.4628824,58.89060459
149.1,80.79030663,104.1213239,56.39777069
149.2,84.18968981,101.8424686,53.26461761
149.3,86.9973994,98.69013559,49.56023223
149.4,89.19190545,94.73678827,45.36048112
149.5,90.75604169,90.06221853,40.74667361
149.6,91.67714012,84.75215235,35.80415803
149.7,91.94713295,78.8968001,30.6208744
149.8,91.56262104,72.58937518,25.285887
149.9,90.52490833,65.92460477,19.88792084
150,88.84000183,58.99725661,14.51392537
150.1,86.51857733,51.90070484,9.247688582
150.2,83.57591077,44.72555717,4.168523347
150.3,80.03177595,37.55836453,-0.649953319
150.4,75.91030912,30.48043252,-5.140929023
150.5,71.23984149,23.56675219,-9.245375762
150.6,66.05270083,16.88506576,-12.91288581
150.7,60.38498358,10.49508009,-16.10235132
150.8,54.27629905,4.447838418,-18.78247784
150.9,47.76948764,-1.214741849,-20.93212473
151,40.91031514,-6.460160468,-22.54046838
151.1,33.7471452,-11.26545282,-23.60698694
151.2,26.33059241,-15.61713641,-24.14126839
151.3,18.71315869,-19.51098912,-24.16264656
151.4,10.94885527,-22.95166598,-23.69967252
151.5,3.092813449,-25.95216341,-22.78943154
151.6,-4.799113349,-28.533143,-21.47671821
151.7,-12.67075316,-30.72212856,-19.8130847
151.8,-20.46602173,-32.55259276,-17.85577916
151.9,-28.12932859,-34.06295099,-15.66659294
152,-35.60597976,-35.29548183,-13.31063691
152.1,-42.84257432,-36.2951946,-10.85506814
152.2,-49.7873919,-37.10866505,-8.367788968
152.3,-56.3907681,-37.78286092,-5.916141077
152.4,-62.60545526,-38.36397904,-3.565616853
152.5,-68.38696583,-38.8963153,-1.37861036
152.6,-73.69389579,-39.42118823,0.586770721
152.7,-78.48822587,-39.9759359,2.277811785
152.8,-82.73559816,-40.59300442,3.648197633
152.9,-86.40556621,-41.29914484,4.658901164
153,-89.47181676,-42.11473312,5.278939141
153.1,-91.91236139,-43.05322581,5.485981971
153.2,-93.70969677,-44.12076157,5.266806912
153.3,-94.85093223,-45.31591628,4.617586747
153.4,-95.32788378,-46.62961651,3.544008717
153.5,-95.13713386,-48.04521354,2.061221382
153.6,-94.28005635,-49.53871744,0.193609935
153.7,-92.7628067,-51.07918738,-2.025596585
153.8,-90.59627716,-52.62927222,-4.554879931
153.9,-87.79601759,-54.14589239,-7.345140133
154,-84.38212221,-55.58105151,-10.34054425
154.1,-80.37908334,-56.88276417,-13.47950241
154.2,-75.81561311,-57.99608391,-16.69575495
154.3,-70.72443432,-58.86421365,-19.91955262
154.4,-65.14204231,-59.42967941,-23.07891006
154.5,-59.10843921,-59.63554669,-26.10091171
154.6,-52.66684286,-59.42665818,-28.91304792
154.7,-45.86337231,-58.75087073,-31.444559
154.8,-38.74671233,-57.56026955,-33.62776408
154.9,-31.36775942,-55.81233758,-35.3993524
155,-23.77925179,-53.47105862,-36.70161461
155.1,-16.03538625,-50.50793379,-37.48359295
155.2,-8.191424595,-46.90289192,-37.70213015
155.3,-0.303292617,-42.64507642,-37.3227986
155.4,7.572825501,-37.73349264,-36.32069303
155.5,15.38089429,-32.1775022,-34.6810723
155.6,23.06543266,-25.9971531,-32.39983807
155.7,30.57191512,-19.22333692,-29.48384094
155.8,37.84716565,-11.89776728,-25.95100713
155.9,44.83974119,-4.072776688,-21.83028196
156,51.50030219,4.189068497,-17.16138909
156.1,57.78196715,12.81553174,-11.99440766
156.2,63.64064892,21.72544299,-6.389172299
156.3,69.03537004,30.82959934,-0.414503972
156.4,73.92855487,40.03181838,5.852717599
156.5,78.28629655,49.2301299,12.32862663
156.6,82.07859655,58.31808947,18.92357322
156.7,85.27957537,67.18619537,25.54343666
156.8,87.86765274,75.72338808,32.09103008
156.9,89.82569595,83.81861045,38.46757502
157,91.1411355,91.36240508,44.57422307
157.1,91.80604703,98.24852484,50.31360097
157.2,91.81719908,104.3755318,55.59135473
157.3,91.17606643,109.64836,60.31766858
157.4,89.88880892,113.9798168,64.40873433
157.5,87.96621596,117.2920008,67.78814767
157.6,85.42361727,119.5176111,70.38820878
157.7,82.28076053,120.6011289,72.15110589
157.8,78.56165693,120.4998499,73.02996224
157.9,74.29439586,119.1847521,72.98972888
158,69.5109301,116.6411811,72.00790789
158.1,64.24683329,112.8693437,70.07509338
158.2,58.54103141,107.8845964,67.19532005
158.3,52.43551048,101.7175255,63.38621245
158.4,45.97500255,94.41381269,58.67893058
158.5,39.20665245,86.03388665,53.11791118
158.6,32.17966784,76.65236374,46.76040667
158.7,24.94495517,66.35728301,39.67582731
158.8,17.55474421,55.24914497,31.94489474
158.9,10.06220421,43.4397662,23.65861847
159,2.521054238,31.05096453,14.91710932
159.1,-5.01482909,18.21309249,5.828246597
159.2,-12.4918038,5.063438614,-3.493782029
159.3,-19.85685161,-8.255481109,-12.93004675
159.4,-27.05796104,-21.59771827,-22.35852524
159.5,-34.0445017,-34.81574824,-31.65581144
159.6,-40.76758712,-47.76236155,-40.69885821
159.7,-47.18042327,-60.2925636,-49.36672816
159.8,-53.2386405,-72.26545573,-57.54232644
159.9,-58.90060621,-83.54607083,-65.11408958
160,-64.12771625,-94.00713719,-71.97760513
160.1,-68.88466286,-103.5307453,-78.0371375
160.2,-73.13967716,-112.0098935,-83.20703707
160.3,-76.86474472,-119.3498909,-87.4130111
160.4,-80.03579255,-125.4695956,-90.59323695
160.5,-82.63284623,-130.3024734,-92.69930072
160.6,-84.64015631,-133.7974579,-93.69694656
160.7,-86.04629296,-135.9196032,-93.56662521
160.8,-86.84420855,-136.6505175,-92.3038328
160.9,-87.03126756,-135.9885724,-89.9192345
161,-86.60924407,-133.9488847,-86.4385706
161.1,-85.58428669,-130.563071,-81.90234582
161.2,-83.96685161,-125.8787799,-76.36530615
161.3,-81.77160428,-119.9590067,-69.89571037
161.4,-79.0172906,-112.8812031,-62.57440681
161.5,-75.72657886,-104.7361929,-54.49372853
161.6,-71.92587356,-95.62691151,-45.75622314
161.7,-67.64510289,-85.66698603,-36.47323557
161.8,-62.91748133,-74.97917822,-26.76336484
161.9,-57.77924946,-63.69371186,-16.75081715
162,-52.26939292,-51.94650946,-6.563679699
162.1,-46.42934283,-39.87736374,3.667859584
162.2,-40.30265991,-27.62807042,13.81332011
162.3,-33.93470477,-15.34054899,23.74373806
162.4,-27.37229689,-3.154978715,33.33345056
162.5,-20.66336493,8.792023654,42.46182858
162.6,-13.856591,20.36915862,51.01493303
162.7,-7.001051514,31.45210627,58.88707023
162.8,-0.145857401,41.92507306,65.98222376
162.9,6.66020371,51.68220152,72.21534244
163,13.36902064,60.62882387,77.51346558
163.1,19.93350461,68.68254243,81.8166697
163.2,26.30792536,75.77412303,85.07882337
163.3,32.44823517,81.84818997,87.26813986
163.4,38.31237827,86.86371445,88.36752011
163.5,43.86058356,90.79429141,88.37468215
163.6,49.05563852,93.62820296,87.30207586
163.7,53.8631424,95.36826987,85.17658547
163.8,58.25173701,96.03149555,82.03902529
163.9,62.19331346,95.64851039,77.9434373
164,65.66319346,94.26282704,72.95620209
164.1,68.64028415,91.92991998,67.1549776
164.2,71.10720539,88.71614547,60.62748229
164.3,73.05038864,84.69752018,53.47014214
164.4,74.46014724,79.95837866,45.78662239
164.5,75.3307173,74.58993176,37.68626674
164.6,75.66026957,68.68874912,29.28246823
164.7,75.45089208,62.35519019,20.69099649
164.8,74.70854402,55.69180834,12.02830699
164.9,73.44298145,48.80175328,3.409857718
165,71.66765548,41.78719642,-5.051541261
165.1,69.39958402,34.74780342,-13.24732077
165.2,66.65919819,27.77927714,-21.07466439
165.3,63.47016464,20.97199298,-28.43791705
165.4,59.8591855,14.40974658,-35.24986967
165.5,55.85577738,8.168632472,-41.43290161
165.6,51.49203144,2.316069431,-46.91996468
165.7,46.80235632,-3.090013813,-51.65539505
165.8,41.82320602,-8.0018217,-55.59554242
165.9,36.59279503,-12.3821558,-58.70920838
166,31.1508026,-16.20469455,-60.97788909
166.1,25.53806889,-19.4540867,-62.39582053
166.2,19.79628495,-22.12585945,-62.96982751
166.3,13.96767912,-24.22614534,-62.71898084
166.4,8.094702194,-25.77123457,-61.67406987
166.5,2.219713643,-26.78696256,-59.87690068
166.6,-3.615328643,-27.30794504,-57.37943263
166.7,-9.369172904,-27.3766751,-54.24276853
166.8,-15.00157003,-27.04249934,-50.53601596
166.9,-20.47355992,-26.36049142,-46.33503909
167,-25.74774566,-25.39024351,-41.72112187
167.1,-30.78855342,-24.19459697,-36.77956496
167.2,-35.5624764,-22.83833438,-31.59823937
167.3,-40.03830106,-21.38685602,-26.26612054
167.4,-44.18731398,-19.90486337,-20.87182649
167.5,-47.98348815,-18.45507244,-15.50218378
167.6,-51.40364732,-17.0969789,-10.24084394
167.7,-54.42760735,-15.88569601,-5.166972489
167.8,-57.0382939,-14.870885,-0.354031118
167.9,-59.22183543,-14.09579606,4.131328107
168,-60.96763142,-13.59643595,8.230239359
168.1,-62.26839521,-13.40087616,11.89245579
168.2,-63.12017156,-13.52871313,15.07702598
168.3,-63.5223289,-13.99068945,17.7528044
168.4,-63.47752673,-14.78848214,19.89878885
168.5,-62.99165841,-15.91466129,21.50428094
168.6,-62.07377034,-17.35281956,22.5688683
168.7,-60.73595803,-19.07787006,23.10223034
168.8,-58.99324035,-21.0565072,23.12377238
168.9,-56.86341299,-23.24782251,22.66209546
169,-54.36688251,-25.60406478,21.75431201
169.1,-51.52648244,-28.07153119,20.44522026
169.2,-48.36727305,-30.59157436,18.78635207
169.3,-44.91632643,-33.10170767,16.83491135
169.4,-41.20249875,-35.53679013,14.65262178
169.5,-37.25619159,-37.83027012,12.30450402
169.6,-33.10910429,-39.91546687,9.857603625
169.7,-28.79397921,-41.72686729,7.379691883
169.8,-24.34434226,-43.20141602,4.937961836
169.9,-19.79424034,-44.279776,2.597742054
170,-15.17797818,-44.90753793,0.421250227
170.1,-10.52985628,-45.03635723,-1.53359201
170.2,-5.883912278,-44.62499852,-3.214262701
170.3,-1.273667478,-43.64026914,-4.57464269
170.4,3.268119374,-42.05782474,-5.575901025
170.5,7.709689296,-39.86283238,-6.187247396
170.6,12.02050949,-37.05047855,-6.386538624
170.7,16.17148731,-33.62631226,-6.160728666
170.8,20.13517029,-29.60641597,-5.506154209
170.9,23.88593073,-25.01739978,-4.428650732
171,27.40013369,-19.89621758,-2.94349672
171.1,30.65628716,-14.28980625,-1.075186624
171.2,33.6351735,-8.254552466,1.142963955
171.3,36.31996134,-1.855594047,3.669374582
171.4,38.69629722,4.834034067,6.454908755
171.5,40.75237663,11.73439686,9.443723539
171.6,42.47899399,18.75978432,12.57424605
171.7,43.86957159,25.81994744,15.78026062
171.8,44.92016744,32.82142624,18.99208859
171.9,45.62946224,39.66894909,22.13784096
172,45.99872592,46.26688151,25.14472298
172.1,46.0317642,52.52070157,27.94036873
172.2,45.73484598,58.33847844,30.45418303
172.3,45.11661231,63.63233063,32.61866809
172.4,44.1879679,68.3198402,34.37071201
172.5,42.96195648,72.32540033,35.65281734
172.6,41.453621,75.58147401,36.41424805
172.7,39.67985018,78.02974334,36.61207525
172.8,37.6592128,79.62213019,36.21210297
172.9,35.41178128,80.32167114,35.18965747
173,32.95894607,80.10323162,33.53022564
173.1,30.32322264,78.9540468,31.22993032
173.2,27.52805258,76.87407924,28.29583326
173.3,24.59760073,73.87618633,24.74605873
173.4,21.5565499,69.98609344,20.60973419
173.5,18.42989501,65.2421715,15.92674694
173.6,15.24273828,59.69502123,10.74731899
173.7,12.02008725,53.40686887,5.131405157
173.8,8.78665721,46.45078142,-0.852077705
173.9,5.566679523,38.90971224,-7.126179459
174,2.383717534,30.87539055,-13.60699017
174.1,-0.739508678,22.44707086,-20.20484245
174.2,-3.78128731,13.73016054,-26.82562472
174.3,-6.721068397,4.834745972,-33.37218541
174.4,-9.539604833,-4.125960993,-39.74580671
174.5,-12.21907985,-13.03723287,-45.84772499
174.6,-14.74322011,-21.78446846,-51.58067429
174.7,-17.09739372,-30.25484206,-56.8504286
174.8,-19.26869248,-38.33893489,-61.56731851
174.9,-21.24599812,-45.93232378,-65.6476982
175,-23.02003204,-52.93710301,-69.01533904
175.1,-24.58338847,-59.26331573,-71.6027273
175.2,-25.93055114,-64.83027296,-73.35224485
175.3,-27.05789347,-69.56773988,-74.21721299
175.4,-27.96366259,-73.41697079,-74.16278227
175.5,-28.6479477,-76.33157678,-73.16665264
175.6,-29.11263316,-78.27821223,-71.2196115
175.7,-29.36133715,-79.23706952,-68.32587948
175.8,-29.39933655,-79.20217374,-64.50325695
175.9,-29.23347901,-78.18147254,-59.7830673
176,-28.8720832,-76.19671941,-54.20989591
176.1,-28.32482829,-73.28315148,-47.84112726
176.2,-27.60263387,-69.48896668,-40.74628539
176.3,-26.71753152,-64.87460758,-33.00618621
176.4,-25.68252932,-59.51186254,-24.71191302
176.5,-24.51147061,-53.48279764,-15.96362936
176.6,-23.21888843,-46.87853521,-6.869245941
176.7,-21.81985695,-39.79789743,2.457039338
176.8,-20.32984132,-32.34593537,11.89630718
176.9,-18.7645473,-24.63236579,21.3265657
177,-17.13977207,-16.76993918,30.62445809
177.1,-15.47125757,-8.872763931,39.66700389
177.2,-13.77454755,-1.054611939,48.33334815
177.3,-12.06484974,6.572768562,56.50649235
177.4,-10.35690423,13.90130739,64.07498114
177.5,-8.664859112,20.82820886,70.93451978
177.6,-7.002154596,27.25746605,76.98949764
177.7,-5.381416311,33.10126988,82.15439491
177.8,-3.814358802,38.28129164,86.35505107
177.9,-2.31169988,42.72981953,89.52977571
178,-0.883086474,46.39073197,91.63028483
178.1,0.462967512,49.22029301,92.62244794
178.2,1.719130928,51.1877579,92.4868344
178.3,2.879292427,52.2757797,91.21905037
178.4,3.938584675,52.48061105,88.82986069
178.5,4.893395686,51.81209815,85.34509344
178.6,5.741367371,50.29346739,80.80532808
178.7,6.481381505,47.96090813,75.2653712
178.8,7.113533431,44.86295833,68.79352744
178.9,7.639093931,41.05970275,61.4706758
179,8.060459806,36.6217962,53.38916473
179.1,8.3810938,31.62932727,44.65154206
179.2,8.605454608,26.1705401,35.36913834
179.3,8.738917783,20.34043408,25.66052425
179.4,8.787688439,14.23926337,15.6498647
179.5,8.758706727,7.970959276,5.465193814
179.6,8.65954711,1.641500001,-4.763363883
179.7,8.498312516,-4.642746952,-14.90540001
179.8,8.283524491,-10.77668426,-24.83203001
