时间,最高,最低,收盘,涨跌,涨幅%,振幅%,总手(万),金额(亿),年份
1994/9/28,913.29,881.14,912.38,42.23,4.85,3.69,9888100,3585119200,1994
1994/9/29,922.29,823.05,839.37,-73.01,-8,10.88,375801500,3758015200,1994
1994/9/30,835.5,789.64,791.15,-48.22,-5.74,5.46,329547900,3295479200,1994
1994/10/5,775.85,681.87,706.42,-84.73,-10.71,11.88,281002600,2810026600,1994
1994/10/6,736.29,659.89,660.5,-45.92,-6.5,10.82,230278300,2302783300,1994
1994/10/7,759.8,546.79,738.03,77.53,11.74,32.25,504104700,5041046800,1994
1994/10/10,727.47,665.74,698.93,-39.1,-5.3,8.36,484028600,4840296400,1994
1994/10/11,721.66,700.02,705.07,6.14,0.88,3.1,199125600,1991256900,1994
1994/10/12,725.67,706.56,711.01,5.94,0.84,2.71,177508800,1775087900,1994
1994/10/13,706.76,634.66,635.38,-75.63,-10.64,10.14,259694400,2532816500,1994
1994/10/14,666.92,593.04,663.75,28.37,4.47,11.63,272151300,2721504400,1994
1994/10/17,633.16,615.5,616.34,-47.41,-7.14,2.66,102819000,1028189530,1994
1994/10/18,630.16,619.11,624.52,8.18,1.33,1.79,57491700,675016870,1994
1994/10/19,654.04,631.24,652.89,28.37,4.54,3.65,145549400,1455494100,1994
1994/10/20,718.99,663.31,718.99,66.1,10.12,8.53,9792500,4089375900,1994
1994/10/21,746.9,706.41,712.71,-6.28,-0.87,5.63,652371300,6523712800,1994
1994/10/24,785.95,734.93,785.85,73.14,10.26,7.16,560424000,5604240500,1994
1994/10/25,794.85,744.52,744.52,-41.33,-5.26,6.4,535578500,5355785800,1994
1994/10/26,730.8,683.4,686.31,-58.21,-7.82,6.37,287402300,2874022600,1994
1994/10/27,703.62,678.18,703.62,17.31,2.52,3.71,142967400,1429674200,1994
1994/10/28,702.92,675.65,677.45,-26.17,-3.72,3.88,176698300,1766982300,1994
1994/10/31,665.1,642.86,654.98,-22.47,-3.32,3.28,105158700,1051577350,1994
1994/11/1,675.66,657.27,673.79,18.81,2.87,2.81,100230200,902302290,1994
1994/11/2,672.12,663.77,667.86,-5.93,-0.88,1.24,63683400,650360240,1994
1994/11/3,722.6,675.04,717.36,49.5,7.41,7.12,297412000,2974120700,1994
1994/11/4,717.65,664.69,666.77,-50.59,-7.05,7.38,225033600,2289476600,1994
1994/11/7,678.45,648.66,674.67,7.9,1.18,4.47,96495500,965195220,1994
1994/11/8,735.83,697.82,709.69,35.02,5.19,5.63,439873300,4398732900,1994
1994/11/9,724.72,691.98,723.91,14.22,2,4.61,267588400,2575883600,1994
1994/11/10,743.22,710.01,711.68,-12.23,-1.69,4.59,303284200,3032842300,1994
1994/11/11,731.16,708,731.16,19.48,2.74,3.25,177374700,1762554100,1994
1994/11/14,739.56,725.53,733.39,2.23,0.3,1.92,219515000,2209472600,1994
1994/11/15,724.39,704.89,705.43,-27.96,-3.81,2.66,169988100,1699881400,1994
1994/11/16,712.38,694.26,706.63,1.2,0.17,2.57,112939900,1129399120,1994
1994/11/17,709.89,696.88,697.17,-9.46,-1.34,1.84,93201800,932018480,1994
1994/11/18,698.82,685.62,698.81,1.64,0.24,1.89,60335800,603358530,1994
1994/11/21,703.59,693.94,699.1,0.29,0.04,1.38,28660500,286605360,1994
1994/11/22,705.25,690.05,692.39,-6.71,-0.96,2.17,61824300,618243470,1994
1994/11/23,691.61,676.5,679.61,-12.78,-1.85,2.18,45201300,556339650,1994
1994/11/24,684.02,674.65,678.02,-1.59,-0.23,1.38,45376200,453762400,1994
1994/11/25,701.31,684,685.33,7.31,1.08,2.55,60228500,603284430,1994
1994/11/28,683.94,677.96,681.49,-3.84,-0.56,0.87,23031800,230318580,1994
1994/11/29,687.56,670.61,687.56,6.07,0.89,2.49,31589000,315890090,1994
1994/11/30,689.96,682.8,683.59,-3.97,-0.58,1.04,35098900,350989960,1994
1994/12/1,684.72,680,682.3,-1.29,-0.19,0.69,20846400,208464160,1994
1994/12/2,685.47,677.6,677.91,-4.39,-0.64,1.15,24812800,248127880,1994
1994/12/5,675.42,662.72,663.13,-14.78,-2.18,1.87,26959500,275367150,1994
1994/12/6,658.94,648.72,653.98,-9.15,-1.38,1.54,30995000,309949890,1994
1994/12/7,658.57,651.37,652.85,-1.13,-0.17,1.1,19238900,182389810,1994
1994/12/8,654.65,643.27,643.86,-8.99,-1.38,1.74,18949200,189492620,1994
1994/12/9,647.84,635.78,640.66,-3.2,-0.5,1.87,27642400,276424740,1994
1994/12/12,636.35,620.47,620.47,-20.19,-3.15,2.48,22914800,229147670,1994
1994/12/13,640.13,621.78,636.66,16.19,2.61,2.96,33333500,333335460,1994
1994/12/14,633.04,624.36,625.21,-11.45,-1.8,1.36,21800400,218004330,1994
1994/12/15,671.01,626.41,666.68,41.47,6.63,7.13,82442600,824426050,1994
1994/12/16,693.76,657.86,680.23,13.55,2.03,5.38,190010800,1900108400,1994
1994/12/19,685.47,653.29,653.37,-26.86,-3.95,4.73,97720000,872191700,1994
1994/12/20,674.8,654.88,667.94,14.57,2.23,3.05,118634500,1272534850,1994
1994/12/21,691.81,665.51,672.47,4.53,0.68,3.94,256822500,2625556300,1994
1994/12/22,676.13,658.12,673.48,1.01,0.15,2.68,159147000,1725470500,1994
1994/12/23,695.22,675.91,677.84,4.36,0.65,2.87,302371700,3267958200,1994
1994/12/26,689.13,674.9,675.88,-1.96,-0.29,2.1,161015400,1507992400,1994
1994/12/27,681.3,659.34,660.88,-15,-2.22,3.25,163767300,1469119200,1994
1994/12/28,662.95,648.23,649.59,-11.29,-1.71,2.23,98284700,811877250,1994
1994/12/29,658.29,642.26,645.04,-4.55,-0.7,2.47,82812200,781288320,1994
1994/12/30,651.35,643.04,647.87,2.83,0.44,1.29,67769900,543373380,1994
1995/1/3,647.71,630.53,639.88,-7.99,-1.23,2.65,23451700,180693260,1995
1995/1/4,655.51,638.86,653.79,13.91,2.17,2.6,42222000,306923350,1995
1995/1/5,657.45,645.79,646.89,-6.9,-1.06,1.78,43012200,301532780,1995
1995/1/6,643.89,636.33,640.76,-6.13,-0.95,1.17,48748200,353757720,1995
1995/1/9,637.54,625.04,625.97,-14.79,-2.31,1.95,50985100,398519510,1995
1995/1/10,617.6,607.04,610.29,-15.68,-2.5,1.69,60692500,450540680,1995
1995/1/11,615.21,606.91,613.13,2.84,0.47,1.36,36268200,245044720,1995
1995/1/12,615.47,601.16,602.12,-11.01,-1.8,2.33,33819500,242435190,1995
1995/1/13,601.07,583.79,597.84,-4.28,-0.71,2.87,42152300,292229700,1995
1995/1/16,591.32,584.88,588.79,-9.05,-1.51,1.08,37265100,263008970,1995
1995/1/17,595.02,586.6,587.94,-0.85,-0.14,1.43,36000100,203456370,1995
1995/1/18,593.65,586.99,593.64,5.7,0.97,1.13,31566200,177038050,1995
1995/1/19,593.1,571.36,571.72,-21.92,-3.69,3.66,41755700,238203510,1995
1995/1/20,578.53,559.65,571.24,-0.48,-0.08,3.3,43580300,270005860,1995
1995/1/23,565.04,553.11,553.44,-17.8,-3.12,2.09,37217600,198999640,1995
1995/1/24,559.34,547.38,547.57,-5.87,-1.06,2.16,39114900,248520980,1995
1995/1/25,558.58,550.27,555.77,8.2,1.5,1.52,37847900,241254090,1995
1995/1/26,555.26,551.14,553.1,-2.67,-0.48,0.74,32339100,182835350,1995
1995/1/27,564.51,552.91,562.59,9.49,1.72,2.1,55862700,229763760,1995
1995/2/6,559.84,532.91,533.72,-28.87,-5.13,4.79,29873100,169662330,1995
1995/2/7,536.63,524.41,532.49,-1.23,-0.23,2.29,27175400,130252915,1995
1995/2/8,537.54,531.22,533.75,1.26,0.24,1.19,26705100,114005658,1995
1995/2/9,553.36,533.14,553.35,19.6,3.67,3.79,58775000,250480330,1995
1995/2/10,558.95,540.63,541.38,-11.97,-2.16,3.31,63097800,323813940,1995
1995/2/13,550.26,537.04,548.84,7.46,1.38,2.44,43558200,197023630,1995
1995/2/14,552.85,542.16,548.11,-0.73,-0.13,1.95,33478100,150595180,1995
1995/2/15,548.59,542.5,542.84,-5.27,-0.96,1.11,23211600,113982871,1995
1995/2/16,542.82,537.21,538.37,-4.47,-0.82,1.03,32218100,136403090,1995
1995/2/17,537.91,532.66,533.76,-4.61,-0.86,0.98,38568600,198382090,1995
1995/2/20,540.86,534.51,534.96,1.2,0.22,1.19,25310400,126293822,1995
1995/2/21,541.14,535.97,541.14,6.18,1.16,0.97,26340000,117103815,1995
1995/2/22,594.79,541.21,594.64,53.5,9.89,9.9,144003200,965163920,1995
1995/2/23,608.58,573.4,589.12,-5.52,-0.93,5.92,192289200,1336615280,1995
1995/2/24,594.91,555.2,558.41,-30.71,-5.21,6.74,124565200,879248010,1995
1995/2/27,591.41,559.04,561.27,2.86,0.51,5.8,99764500,740045930,1995
1995/2/28,558.41,544.04,549.26,-12.01,-2.14,2.56,49528500,339832280,1995
1995/3/1,559.48,545.72,556.95,7.69,1.4,2.51,40751500,298096930,1995
1995/3/2,564.64,553.52,560.85,3.9,0.7,2,46652600,364958030,1995
1995/3/3,580.39,562.29,577.22,16.37,2.92,3.23,106918400,881804370,1995
1995/3/6,616.76,582.54,616.29,39.07,6.77,5.93,203140600,1582629800,1995
1995/3/7,635.24,597.2,632.96,16.67,2.7,6.17,321071000,2513778900,1995
1995/3/8,639.01,616.77,620.79,-12.17,-1.92,3.51,305092400,2153387400,1995
1995/3/9,624.25,604.79,605.59,-15.2,-2.45,3.13,162393900,1329628200,1995
1995/3/10,600.51,583.72,586.29,-19.3,-3.19,2.77,125051700,928328290,1995
1995/3/13,597.16,583.38,586.23,-0.06,-0.01,2.35,71822100,559204930,1995
1995/3/14,599.9,586.19,588.24,2.01,0.34,2.34,71949500,589109190,1995
1995/3/15,591.49,568.6,572.6,-15.64,-2.66,3.89,66866200,495072030,1995
1995/3/16,579.88,569.16,579.88,7.28,1.27,1.87,48940300,359636760,1995
1995/3/17,593.97,577.91,593.52,13.64,2.35,2.77,79819600,624726620,1995
1995/3/20,604.96,585.15,585.45,-8.07,-1.36,3.34,108432300,895130920,1995
1995/3/21,593.16,581.33,591.95,6.5,1.11,2.02,60310100,406662150,1995
1995/3/22,613.76,594.41,613.7,21.75,3.67,3.27,134616500,1026332440,1995
1995/3/23,620.34,609.15,611.13,-2.57,-0.42,1.82,190779500,1375902800,1995
1995/3/24,613.59,600.54,611.77,0.64,0.1,2.14,97954500,735834160,1995
1995/3/27,631.7,618.47,629.36,17.59,2.88,2.16,171900100,1494080300,1995
1995/3/28,631.83,624.39,626.54,-2.82,-0.45,1.18,124665600,1025805300,1995
1995/3/29,637.35,615.44,637.15,10.61,1.69,3.5,103042400,851693480,1995
1995/3/30,645.32,630.04,630.91,-6.24,-0.98,2.4,168492900,1648678700,1995
1995/3/31,648.04,627.23,646.91,16,2.54,3.3,126595200,1200773770,1995
1995/4/3,660.61,647.41,656.88,9.97,1.54,2.04,211416000,1923283600,1995
1995/4/4,660.79,650.82,660.16,3.28,0.5,1.52,152095200,1327597570,1995
1995/4/5,664.95,649.29,649.7,-10.46,-1.58,2.37,140374000,1392631800,1995
1995/4/6,659.09,641.83,659.06,9.36,1.44,2.66,186029100,1216249170,1995
1995/4/7,677.66,662.74,673.72,14.66,2.22,2.26,344099800,2200458700,1995
1995/4/10,681.15,665.11,667.39,-6.33,-0.94,2.38,264618000,1445067300,1995
1995/4/11,665.04,640.35,641.08,-26.31,-3.94,3.7,354151500,1849245400,1995
1995/4/12,649.21,632.77,644.74,3.66,0.57,2.56,161981100,1013378360,1995
1995/4/13,651.02,632.41,632.76,-11.98,-1.86,2.89,143620300,1061729590,1995
1995/4/14,640.54,627.04,640.04,7.28,1.15,2.13,102212500,715864730,1995
1995/4/17,642.82,628.44,631.26,-8.78,-1.37,2.25,68672900,518489860,1995
1995/4/18,634.15,625.13,625.52,-5.74,-0.91,1.43,57637300,429679010,1995
1995/4/19,631.59,625.11,631.51,5.99,0.96,1.04,70812900,550694150,1995
1995/4/20,645.35,634.04,645.2,13.69,2.17,1.79,109239900,803734320,1995
1995/4/21,649.22,635.73,635.99,-9.21,-1.43,2.09,134057200,801441680,1995
1995/4/24,630.26,618.13,619.73,-16.26,-2.56,1.91,97712200,697946190,1995
1995/4/25,621.53,615.35,619.84,0.11,0.02,1,61098500,429311910,1995
1995/4/26,622.83,601.76,601.83,-18.01,-2.91,3.4,94140800,615114130,1995
1995/4/27,598.62,547.21,573.29,-28.54,-4.74,8.54,190599500,1236587160,1995
1995/4/28,582.02,572.32,579.91,6.62,1.15,1.69,93814400,582196880,1995
1995/5/2,580.28,574.9,579.04,-0.87,-0.15,0.93,80734300,332845250,1995
1995/5/3,586.25,580.13,580.38,1.34,0.23,1.06,48247200,317230950,1995
1995/5/4,580.46,567.91,571.2,-9.18,-1.58,2.16,48050500,287306560,1995
1995/5/5,577.45,569.53,574.16,2.96,0.52,1.39,41884500,250452780,1995
1995/5/8,575.1,568.7,571.51,-2.65,-0.46,1.11,30023800,191498620,1995
1995/5/9,579.54,572.1,578.5,6.99,1.22,1.3,36364800,243264080,1995
1995/5/10,580.75,564.86,565.14,-13.36,-2.31,2.75,54807600,331914300,1995
1995/5/11,572.34,566.41,568.04,2.9,0.51,1.05,34902400,192221250,1995
1995/5/12,593.5,567.89,584.84,16.8,2.96,4.51,10644400,775368480,1995
1995/5/15,583.4,578.6,582.04,-2.8,-0.48,0.82,41069500,304101690,1995
1995/5/16,584.41,578.16,578.85,-3.19,-0.55,1.07,33258300,223284570,1995
1995/5/17,582.96,577.14,582.89,4.04,0.7,1.01,24231100,151195090,1995
1995/5/18,770.82,682.01,763.51,180.62,30.99,15.24,1007610000,8360267700,1995
1995/5/19,855.81,761.38,855.81,92.3,12.09,12.37,1085526700,9800152500,1995
1995/5/22,926.41,870.79,897.42,41.61,4.86,6.5,1207091700,11430288300,1995
1995/5/23,833.69,749.83,750.3,-147.12,-16.39,9.34,840916000,7530103600,1995
1995/5/24,770.14,720.97,741.93,-8.37,-1.12,6.55,415347300,3381597300,1995
1995/5/25,748.23,696.44,696.85,-45.08,-6.08,6.98,315144800,2525230100,1995
1995/5/26,781.34,672.37,727.62,30.77,4.42,15.64,390133800,3135775500,1995
1995/5/29,724.01,698.77,710.59,-17.03,-2.34,3.47,150588500,1141234630,1995
1995/5/30,725.8,704.4,711,0.41,0.06,3.01,126918200,986274230,1995
1995/5/31,706.48,690.71,700.51,-10.49,-1.48,2.22,109235600,815670280,1995
1995/6/1,708.67,702.08,708.67,8.16,1.16,0.94,90697400,638450850,1995
1995/6/2,722.3,710.5,716.82,8.15,1.15,1.67,145328800,1132082070,1995
1995/6/5,718.41,691.01,691.64,-25.18,-3.51,3.82,118700100,902548660,1995
1995/6/6,690.65,675.65,689.13,-2.51,-0.36,2.17,93259700,683004730,1995
1995/6/7,716.54,686.88,716.45,27.32,3.96,4.3,117363600,803307840,1995
1995/6/8,722.17,693.34,695.93,-20.52,-2.86,4.02,214323000,1484944100,1995
1995/6/9,709.02,695.62,702.62,6.69,0.96,1.93,133747400,764647860,1995
1995/6/12,702.17,690.4,698.72,-3.9,-0.56,1.68,194417200,811293840,1995
1995/6/13,702.97,696.83,698.95,0.23,0.03,0.88,118839600,532803010,1995
1995/6/14,701.85,684.85,689.22,-9.73,-1.39,2.43,110360600,630675530,1995
1995/6/15,685.46,640.37,646.85,-42.37,-6.15,6.54,231709100,1566258800,1995
1995/6/16,655.34,636.13,646.54,-0.31,-0.05,2.97,98291100,623259990,1995
1995/6/19,641.69,634.79,638.96,-7.58,-1.17,1.07,71411400,458528970,1995
1995/6/20,647.37,639.49,640.66,1.7,0.27,1.23,77950000,425159550,1995
1995/6/21,651.79,639.88,651.79,11.13,1.74,1.86,85903400,453693350,1995
1995/6/22,653.91,642.6,644.47,-7.32,-1.12,1.74,10278200,526356540,1995
1995/6/23,650.82,643.66,650.14,5.67,0.88,1.11,85588500,483110550,1995
1995/6/26,654.78,647.79,653.4,3.26,0.5,1.08,82060600,421485550,1995
1995/6/27,659.78,648.84,649.91,-3.49,-0.53,1.67,138607800,694614710,1995
1995/6/28,649.48,643.52,647.64,-2.27,-0.35,0.92,79209400,410557220,1995
1995/6/29,650.82,641.57,643.91,-3.73,-0.58,1.43,79952300,441036800,1995
1995/6/30,641.6,625.7,630.58,-13.33,-2.07,2.47,191773900,941260110,1995
1995/7/3,623.19,612.91,613.16,-17.42,-2.76,1.63,126025500,662638240,1995
1995/7/4,620.62,610.33,620.62,7.46,1.22,1.68,90839800,498045270,1995
1995/7/5,637.4,623.98,636.03,15.41,2.48,2.16,115741300,694169340,1995
1995/7/6,650.71,631.24,637.77,1.74,0.27,3.06,204092100,1260677190,1995
1995/7/7,666.85,636.84,666.78,29.01,4.55,4.71,306610800,1775215400,1995
1995/7/10,669.06,660.05,666.24,-0.54,-0.08,1.35,340945800,1866168500,1995
1995/7/11,669.77,648.62,649.19,-17.05,-2.56,3.17,224597500,1212893760,1995
1995/7/12,652.84,645.83,648.91,-0.28,-0.04,1.08,113428800,626467870,1995
1995/7/13,656.15,649.41,656.15,7.24,1.12,1.04,158822800,709516630,1995
1995/7/14,662.55,652.36,652.79,-3.36,-0.51,1.55,176640200,778866150,1995
1995/7/17,700.77,651.66,695.45,42.66,6.54,7.52,461882800,2557495100,1995
1995/7/18,715.47,686.91,715.47,20.02,2.88,4.11,669229000,2819697400,1995
1995/7/19,723.68,688.93,690.98,-24.49,-3.42,4.86,669834400,2984918500,1995
1995/7/20,696.93,681.37,690.3,-0.68,-0.1,2.25,276321500,1289796570,1995
1995/7/21,699.19,686.64,693.56,3.26,0.47,1.82,287602900,1330356210,1995
1995/7/24,716.22,699.84,709.92,16.36,2.36,2.36,858244800,3497952000,1995
1995/7/25,712.28,699.6,703.58,-6.34,-0.89,1.79,467742500,1850362800,1995
1995/7/26,713.04,690.36,691.12,-12.46,-1.77,3.22,370540000,1745170200,1995
1995/7/27,697.72,686.76,697.72,6.6,0.95,1.59,224699200,984079890,1995
1995/7/28,702.97,692.88,695.42,-2.3,-0.33,1.45,323092500,1612267700,1995
1995/7/31,699.78,692.8,695.55,0.13,0.02,1,232412500,1166742230,1995
1995/8/1,717.85,688.72,715.4,19.85,2.85,4.19,319420100,1754646400,1995
1995/8/2,733.21,699.58,699.99,-15.41,-2.15,4.7,454482800,2874145500,1995
1995/8/3,706.64,698.72,703.44,3.45,0.49,1.13,181712200,1000375800,1995
1995/8/4,712.37,706.54,709.88,6.44,0.92,0.83,257034000,1159268670,1995
1995/8/7,718.07,707.75,718.07,8.19,1.15,1.45,268904300,1158315240,1995
1995/8/8,728.37,709.33,712.53,-5.54,-0.77,2.65,356622600,1453946600,1995
1995/8/9,717.46,705.17,717.46,4.93,0.69,1.72,362322000,1636068900,1995
1995/8/10,741.65,714.74,735.14,17.68,2.46,3.75,855836600,3961152200,1995
1995/8/11,749.15,734.63,744.98,9.84,1.34,1.98,905935600,4341419600,1995
1995/8/14,788.22,755.8,776.13,31.15,4.18,4.35,1183522500,6488543500,1995
1995/8/15,773.73,749.38,751.48,-24.65,-3.18,3.14,727862600,4359384800,1995
1995/8/16,767.95,752.4,767.66,16.18,2.15,2.07,780018900,4546992200,1995
1995/8/17,783.08,763.2,769.44,1.78,0.23,2.59,696710800,4258415300,1995
1995/8/18,773.17,753.39,757.43,-12.01,-1.56,2.57,495351700,3011030300,1995
1995/8/21,755.35,735.24,739.06,-18.37,-2.43,2.66,411319500,2243600000,1995
1995/8/22,742.77,734.48,739.85,0.79,0.11,1.12,243088700,1382577100,1995
1995/8/23,744.24,724.93,729.88,-9.97,-1.35,2.61,251578500,1414914800,1995
1995/8/24,735.04,718.21,733.84,3.96,0.54,2.31,259630700,1229308380,1995
1995/8/25,734.31,723.77,727.57,-6.27,-0.85,1.44,220727700,1098327190,1995
1995/8/28,728.47,722.9,725.62,-1.95,-0.27,0.77,147884900,716252510,1995
1995/8/29,741.52,719.93,722.08,-3.54,-0.49,2.98,256824000,1128323700,1995
1995/8/30,725.55,714.19,715.73,-6.35,-0.88,1.57,179381700,782494550,1995
1995/8/31,723.86,711.25,723.86,8.13,1.14,1.76,188234100,910793910,1995
1995/9/1,728.84,720.98,728.83,4.97,0.69,1.09,203653200,1055225700,1995
1995/9/4,737.88,729.1,737.88,9.05,1.24,1.2,286588200,1714946400,1995
1995/9/5,751.33,736.28,739.53,1.65,0.22,2.04,269862400,1817253100,1995
1995/9/6,754.47,738.48,753.75,14.22,1.92,2.16,381750100,2199471500,1995
1995/9/7,765.99,753.33,753.84,0.09,0.01,1.68,619017900,3272557500,1995
1995/9/8,758.05,747.2,751.07,-2.77,-0.37,1.44,305147700,1786789600,1995
1995/9/11,775.44,755.77,775.44,24.37,3.24,2.62,421379400,2226744800,1995
1995/9/12,792.72,760.83,763.69,-11.75,-1.52,4.11,461111600,2563081100,1995
1995/9/13,767.09,755.09,763.18,-0.51,-0.07,1.57,342601400,1770296600,1995
1995/9/14,765.9,754.47,758.13,-5.05,-0.66,1.5,544840500,2068591800,1995
1995/9/15,757.79,749.97,755.93,-2.2,-0.29,1.03,269183300,1427072400,1995
1995/9/18,758.19,751.41,757.4,1.47,0.19,0.9,241800100,1208713630,1995
1995/9/19,762.13,735.05,736.74,-20.66,-2.73,3.58,315408200,1493266100,1995
1995/9/20,731.42,720.98,726.13,-10.61,-1.44,1.42,202767400,985311360,1995
1995/9/21,731.85,726.31,731.16,5.03,0.69,0.76,136701500,727556980,1995
1995/9/22,733.77,727.48,730,-1.16,-0.16,0.86,107483000,590275670,1995
1995/9/25,730,717.53,723.34,-6.66,-0.91,1.71,121079200,600947530,1995
1995/9/26,729.2,721.91,728.85,5.51,0.76,1.01,946350700,503872440,1995
1995/9/27,728.29,707.16,708.45,-20.4,-2.8,2.9,260965400,1380734000,1995
1995/9/28,711.18,699.1,711.18,2.73,0.39,1.7,206893700,1034910450,1995
1995/9/29,722.42,711.91,722.42,11.24,1.58,1.48,192206100,986697140,1995
1995/10/4,725.11,716.1,717.79,-4.63,-0.64,1.25,122204400,642140280,1995
1995/10/5,724.88,715.68,724.88,7.09,0.99,1.28,102040000,561003700,1995
1995/10/6,729.53,718.91,719.96,-4.92,-0.68,1.47,232343000,1243450140,1995
1995/10/9,717.99,704.49,706.29,-13.67,-1.9,1.88,234575900,1174993010,1995
1995/10/10,720.35,703.44,708.62,2.33,0.33,2.39,399519400,2674453200,1995
1995/10/11,710.88,700.68,710.88,2.26,0.32,1.44,413923000,2585202000,1995
1995/10/12,714.71,703.82,704.39,-6.49,-0.91,1.53,548718400,2927632600,1995
1995/10/13,711.49,693.99,702.97,-1.42,-0.2,2.48,392920900,2946325000,1995
1995/10/16,706.35,696.91,701.34,-1.63,-0.23,1.34,259195300,1648941100,1995
1995/10/17,705.51,698.47,702.39,1.05,0.15,1,188829900,1136566370,1995
1995/10/18,716.83,705.71,716.83,14.44,2.06,1.58,427305300,2326855300,1995
1995/10/19,720.72,700.55,702.79,-14.04,-1.96,2.81,647098200,2636130200,1995
1995/10/20,726.28,697.45,726.28,23.49,3.34,4.1,526571500,1894686700,1995
1995/10/23,729.76,718.6,723.09,-3.19,-0.44,1.54,470696800,2354826700,1995
1995/10/24,727.4,720.23,723.57,0.48,0.07,0.99,362462000,1828259400,1995
1995/10/25,765.48,740.74,760.41,36.84,5.09,3.42,980283600,4649840900,1995
1995/10/26,759.85,730.34,731.46,-28.95,-3.81,3.88,893429200,3024053000,1995
1995/10/27,734.94,721.28,722.36,-9.1,-1.24,1.87,481889100,1924779800,1995
1995/10/30,724.42,719.24,722.77,0.41,0.06,0.72,390742600,1273855140,1995
1995/10/31,726.29,715.31,717.31,-5.46,-0.76,1.52,466566600,1717710700,1995
1995/11/1,727.31,712.46,723.38,6.07,0.85,2.07,584730900,1645705600,1995
1995/11/2,728.35,719.14,721.7,-1.68,-0.23,1.27,358973800,1116481510,1995
1995/11/3,727.79,720.77,727.78,6.08,0.84,0.97,315530800,1162813630,1995
1995/11/6,736.15,729.03,736.15,8.37,1.15,0.98,300768600,1392961200,1995
1995/11/7,736.9,728.24,729.68,-6.47,-0.88,1.18,262011800,1196249600,1995
1995/11/8,725.32,708.7,711.61,-18.07,-2.48,2.28,353979300,1328897580,1995
1995/11/9,714.49,700.83,711.19,-0.42,-0.06,1.92,293366000,1253331760,1995
1995/11/10,712.16,708.05,708.75,-2.44,-0.34,0.58,190559000,788713640,1995
1995/11/13,705.91,686.64,688.69,-20.06,-2.83,2.72,206090600,898383100,1995
1995/11/14,691.23,684.53,688.86,0.17,0.02,0.97,187561500,690044890,1995
1995/11/15,692.2,680.69,692.2,3.34,0.48,1.67,350071600,1106688760,1995
1995/11/16,691.09,681.39,682.44,-9.76,-1.41,1.4,265830600,1044834590,1995
1995/11/17,682.2,675.5,676.19,-6.25,-0.92,0.98,191352400,765757070,1995
1995/11/20,677.11,668.63,674.74,-1.45,-0.21,1.25,114285400,525895570,1995
1995/11/21,678.86,675.18,678.42,3.68,0.55,0.55,117392800,476131190,1995
1995/11/22,679.34,662.86,663.32,-15.1,-2.23,2.43,161291100,555567900,1995
1995/11/23,664.86,657.64,658.37,-4.95,-0.75,1.09,165211200,605079950,1995
1995/11/24,662.05,654.09,659.37,1,0.15,1.21,137071800,465923530,1995
1995/11/27,658.32,644.54,645.03,-14.34,-2.17,2.09,123326600,489130180,1995
1995/11/28,652.57,638.29,652.57,7.54,1.17,2.21,132223400,536754060,1995
1995/11/29,652.1,640.54,641.59,-10.98,-1.68,1.77,116415000,408523090,1995
1995/11/30,652.62,632.03,641.14,-0.45,-0.07,3.21,138544600,518316000,1995
1995/12/1,639.49,624.91,633.79,-7.35,-1.15,2.27,134830700,461737030,1995
1995/12/4,635.73,632.24,634.91,1.12,0.18,0.55,71496800,215101220,1995
1995/12/5,638.76,635.59,637.22,2.31,0.36,0.5,74442400,224791360,1995
1995/12/6,637.32,627.85,628.41,-8.81,-1.38,1.49,84343200,402153350,1995
1995/12/7,632.37,627.04,631.84,3.43,0.55,0.85,87758800,299362100,1995
1995/12/8,643.36,631.84,636.78,4.94,0.78,1.82,235063300,887022200,1995
1995/12/11,639.26,618.16,619.25,-17.53,-2.75,3.31,185325200,717117640,1995
1995/12/12,633.85,605.11,629.45,10.2,1.65,4.64,203516400,928942140,1995
1995/12/13,631.14,613.14,613.79,-15.66,-2.49,2.86,179674000,947332360,1995
1995/12/14,617.78,611.51,614.74,0.95,0.15,1.02,101421200,482373460,1995
1995/12/15,612.59,601.23,603.89,-10.85,-1.76,1.85,121832900,542725810,1995
1995/12/18,600.65,591.16,592.14,-11.75,-1.95,1.57,165865500,439261230,1995
1995/12/19,596.24,590.91,592.04,-0.1,-0.02,0.9,99796600,358184460,1995
1995/12/20,601.04,593.5,601.04,9,1.52,1.27,111839300,346795710,1995
1995/12/21,606.63,597.09,597.41,-3.63,-0.6,1.59,145140600,500465360,1995
1995/12/22,599.66,591.49,594.23,-3.18,-0.53,1.37,114536100,353630510,1995
1995/12/25,590.75,579.44,580.02,-14.21,-2.39,1.9,105112300,370453380,1995
1995/12/26,580.37,571.51,572.22,-7.8,-1.34,1.53,83300600,280809760,1995
1995/12/27,573.89,562.33,570.4,-1.82,-0.32,2.02,124082600,391947070,1995
1995/12/28,569.16,556.01,556.79,-13.61,-2.39,2.31,107181600,406985700,1995
1995/12/29,561.54,552.87,555.28,-1.51,-0.27,1.56,106503500,394660810,1995
1996/1/2,550.25,537.47,537.86,-17.42,-3.14,2.3,67142200,223117080,1996
1996/1/3,542.76,530.82,542.41,4.55,0.85,2.22,99883900,252573800,1996
1996/1/4,558.86,539.87,558.75,16.34,3.01,3.5,222068600,451487890,1996
1996/1/5,561.29,536.12,536.36,-22.39,-4.01,4.5,254381500,597184650,1996
