时间t,纵向位移X,横向位移Y,垂向位移Z,横倾角Phi,纵倾角Theta,首向角Psi,船型,浪级,浪向角,吃水,航速
1335.5,0.004,0.004,-0.006,-2.265,-1.43,0.003,0,6,15,6,0
1336,0.006,0.005,-0.008,-2.01,-2.168,0.008,0,6,15,6,0
1336.5,0.008,0.005,-0.009,-1.633,-2.85,0.012,0,6,15,6,0
1337,0.01,0.004,-0.01,-1.231,-3.436,0.016,0,6,15,6,0
1337.5,0.011,0.003,-0.011,-0.767,-3.844,0.019,0,6,15,6,0
1338,0.011,0.001,-0.011,-0.21,-4.013,0.021,0,6,15,6,0
1338.5,0.01,0,-0.01,0.429,-3.902,0.022,0,6,15,6,0
1339,0.009,-0.001,-0.008,0.945,-3.563,0.021,0,6,15,6,0
1339.5,0.007,-0.002,-0.007,1.287,-2.995,0.019,0,6,15,6,0
1340,0.004,-0.002,-0.005,1.409,-2.24,0.015,0,6,15,6,0
1340.5,0.002,-0.001,-0.002,1.289,-1.349,0.01,0,6,15,6,0
1341,0,0,0,0.947,-0.388,0.004,0,6,15,6,0
1341.5,-0.001,0.001,0.002,0.407,0.564,-0.002,0,6,15,6,0
1342,-0.002,0.003,0.004,-0.254,1.435,-0.008,0,6,15,6,0
1342.5,-0.003,0.004,0.005,-0.858,2.194,-0.014,0,6,15,6,0
1343,-0.002,0.006,0.006,-1.364,2.763,-0.018,0,6,15,6,0
1343.5,-0.002,0.006,0.006,-1.886,3.032,-0.02,0,6,15,6,0
1344,-0.001,0.006,0.006,-2.242,3.039,-0.021,0,6,15,6,0
1344.5,0,0.005,0.005,-2.492,2.729,-0.02,0,6,15,6,0
1345,0,0.003,0.003,-2.574,2.148,-0.017,0,6,15,6,0
1345.5,0,0.001,0.001,-2.414,1.359,-0.012,0,6,15,6,0
1346,0,0,0,-1.863,0.49,-0.006,0,6,15,6,0
1346.5,-0.001,-0.002,-0.002,-0.98,-0.394,0,0,6,15,6,0
1347,-0.002,-0.003,-0.003,0.04,-1.239,0.007,0,6,15,6,0
1347.5,-0.003,-0.003,-0.004,0.985,-1.996,0.013,0,6,15,6,0
1348,-0.004,-0.003,-0.005,1.776,-2.581,0.017,0,6,15,6,0
1348.5,-0.005,-0.003,-0.006,2.378,-2.922,0.02,0,6,15,6,0
1349,-0.005,-0.002,-0.005,2.71,-2.999,0.021,0,6,15,6,0
1349.5,-0.005,-0.001,-0.005,2.729,-2.809,0.02,0,6,15,6,0
1350,-0.004,-0.001,-0.004,2.48,-2.358,0.018,0,6,15,6,0
1350.5,-0.003,0,-0.002,2.09,-1.654,0.013,0,6,15,6,0
1351,0,0,0,2.101,-0.565,0.007,0,6,15,6,0
1351.5,0.004,-0.001,0.004,2.521,0.808,0,0,6,15,6,0
1352,0.009,-0.004,0.009,3.361,2.427,-0.007,0,6,15,6,0
1352.5,0.013,-0.008,0.015,4.431,4.173,-0.014,0,6,15,6,0
1353,0.017,-0.013,0.021,5.476,5.925,-0.022,0,6,15,6,0
1353.5,0.018,-0.018,0.025,6.034,7.472,-0.029,0,6,15,6,0
1354,0.018,-0.023,0.028,5.922,8.704,-0.036,0,6,15,6,0
1354.5,0.015,-0.026,0.03,5.055,9.498,-0.042,0,6,15,6,0
1355,0.011,-0.027,0.029,3.413,9.737,-0.046,0,6,15,6,0
1355.5,0.007,-0.026,0.026,1.31,9.417,-0.049,0,6,15,6,0
1356,0.003,-0.022,0.022,-0.896,8.537,-0.048,0,6,15,6,0
1356.5,0,-0.017,0.016,-2.83,7.147,-0.044,0,6,15,6,0
1357,-0.001,-0.01,0.01,-4.263,5.293,-0.037,0,6,15,6,0
1357.5,-0.001,-0.004,0.004,-5.007,3.079,-0.026,0,6,15,6,0
1358,0.001,0.002,-0.002,-4.697,0.755,-0.013,0,6,15,6,0
1358.5,0.004,0.007,-0.007,-3.551,-1.6,0.002,0,6,15,6,0
1359,0.007,0.01,-0.012,-1.857,-3.834,0.017,0,6,15,6,0
1359.5,0.011,0.011,-0.015,0.038,-5.812,0.032,0,6,15,6,0
1360,0.015,0.011,-0.018,1.755,-7.417,0.044,0,6,15,6,0
1360.5,0.018,0.01,-0.02,3.005,-8.543,0.052,0,6,15,6,0
1361,0.02,0.008,-0.021,3.468,-9.172,0.056,0,6,15,6,0
1361.5,0.021,0.006,-0.021,3.237,-9.209,0.056,0,6,15,6,0
1362,0.021,0.003,-0.02,2.565,-8.607,0.052,0,6,15,6,0
1362.5,0.018,0,-0.018,1.801,-7.347,0.043,0,6,15,6,0
1363,0.014,-0.002,-0.014,1.023,-5.567,0.032,0,6,15,6,0
1363.5,0.009,-0.002,-0.009,0.333,-3.397,0.019,0,6,15,6,0
1364,0.003,-0.001,-0.003,-0.106,-0.965,0.005,0,6,15,6,0
1364.5,-0.003,0.002,0.004,-0.343,1.518,-0.009,0,6,15,6,0
1365,-0.008,0.006,0.01,-0.197,3.968,-0.022,0,6,15,6,0
1365.5,-0.012,0.012,0.016,0.203,6.186,-0.033,0,6,15,6,0
1366,-0.014,0.018,0.021,0.574,7.973,-0.042,0,6,15,6,0
1366.5,-0.013,0.022,0.025,0.753,9.203,-0.049,0,6,15,6,0
1367,-0.01,0.025,0.026,0.703,9.812,-0.052,0,6,15,6,0
1367.5,-0.007,0.025,0.025,0.045,9.617,-0.052,0,6,15,6,0
1368,-0.003,0.022,0.022,-1.177,8.635,-0.049,0,6,15,6,0
1368.5,0,0.017,0.016,-2.536,7.008,-0.043,0,6,15,6,0
1369,0.001,0.009,0.009,-3.822,4.814,-0.033,0,6,15,6,0
1369.5,0,0.001,0.001,-4.903,2.163,-0.021,0,6,15,6,0
1370,-0.003,-0.007,-0.007,-5.598,-0.773,-0.006,0,6,15,6,0
1370.5,-0.008,-0.014,-0.015,-5.769,-3.801,0.01,0,6,15,6,0
1371,-0.014,-0.018,-0.022,-5.148,-6.628,0.026,0,6,15,6,0
1371.5,-0.02,-0.02,-0.027,-3.794,-9.066,0.042,0,6,15,6,0
1372,-0.025,-0.019,-0.03,-1.858,-10.917,0.056,0,6,15,6,0
1372.5,-0.028,-0.016,-0.032,0.142,-12.137,0.066,0,6,15,6,0
1373,-0.03,-0.013,-0.032,1.72,-12.689,0.072,0,6,15,6,0
1373.5,-0.03,-0.008,-0.03,2.797,-12.464,0.073,0,6,15,6,0
1374,-0.028,-0.004,-0.027,3.343,-11.448,0.069,0,6,15,6,0
1374.5,-0.023,0,-0.022,3.312,-9.711,0.059,0,6,15,6,0
1375,-0.016,0.002,-0.016,3.213,-7.187,0.045,0,6,15,6,0
1375.5,-0.008,0.002,-0.008,3.155,-4.05,0.028,0,6,15,6,0
1376,0.001,-0.001,0.001,3.102,-0.523,0.009,0,6,15,6,0
1376.5,0.01,-0.006,0.011,3.086,3.179,-0.011,0,6,15,6,0
1377,0.017,-0.013,0.021,3.15,6.838,-0.031,0,6,15,6,0
1377.5,0.022,-0.022,0.03,3.321,10.244,-0.049,0,6,15,6,0
1378,0.024,-0.031,0.038,3.414,13.131,-0.065,0,6,15,6,0
1378.5,0.022,-0.038,0.043,3.115,15.225,-0.077,0,6,15,6,0
1379,0.018,-0.043,0.045,2.402,16.395,-0.085,0,6,15,6,0
1379.5,0.012,-0.045,0.045,1.478,16.609,-0.087,0,6,15,6,0
1380,0.006,-0.043,0.042,0.528,15.871,-0.085,0,6,15,6,0
1380.5,0,-0.038,0.037,-0.319,14.223,-0.078,0,6,15,6,0
1381,-0.004,-0.031,0.03,-1.024,11.743,-0.066,0,6,15,6,0
1381.5,-0.006,-0.021,0.021,-1.478,8.601,-0.05,0,6,15,6,0
1382,-0.005,-0.011,0.012,-1.611,5.001,-0.03,0,6,15,6,0
1382.5,-0.001,-0.001,0.001,-1.711,1.055,-0.009,0,6,15,6,0
1383,0.006,0.008,-0.009,-1.749,-2.957,0.013,0,6,15,6,0
1383.5,0.014,0.014,-0.019,-1.63,-6.756,0.034,0,6,15,6,0
1384,0.023,0.018,-0.028,-1.482,-10.158,0.052,0,6,15,6,0
1384.5,0.031,0.018,-0.035,-1.263,-12.924,0.068,0,6,15,6,0
1385,0.039,0.016,-0.04,-1.156,-14.961,0.079,0,6,15,6,0
1385.5,0.044,0.012,-0.044,-1.201,-16.156,0.086,0,6,15,6,0
1386,0.046,0.006,-0.045,-1.536,-16.517,0.087,0,6,15,6,0
1386.5,0.046,0,-0.044,-2.188,-16.07,0.083,0,6,15,6,0
1387,0.043,-0.006,-0.042,-3.061,-14.874,0.075,0,6,15,6,0
1387.5,0.038,-0.01,-0.038,-3.917,-12.996,0.063,0,6,15,6,0
1388,0.03,-0.013,-0.032,-4.507,-10.537,0.049,0,6,15,6,0
1388.5,0.022,-0.013,-0.024,-4.691,-7.653,0.033,0,6,15,6,0
1389,0.013,-0.01,-0.016,-4.657,-4.615,0.016,0,6,15,6,0
1389.5,0.006,-0.006,-0.008,-4.483,-1.624,0,0,6,15,6,0
1390,0,0,-0.001,-4.03,1.21,-0.014,0,6,15,6,0
1390.5,-0.003,0.006,0.007,-3.45,3.68,-0.027,0,6,15,6,0
1391,-0.005,0.012,0.012,-2.915,5.629,-0.036,0,6,15,6,0
1391.5,-0.004,0.016,0.016,-2.517,6.955,-0.043,0,6,15,6,0
1392,-0.002,0.018,0.018,-2.291,7.605,-0.046,0,6,15,6,0
1392.5,0,0.019,0.018,-2.119,7.613,-0.045,0,6,15,6,0
1393,0.002,0.017,0.017,-1.869,7.046,-0.042,0,6,15,6,0
1393.5,0.004,0.015,0.015,-1.367,6.032,-0.035,0,6,15,6,0
1394,0.004,0.011,0.011,-0.901,4.558,-0.026,0,6,15,6,0
1394.5,0.004,0.006,0.007,-0.41,2.804,-0.016,0,6,15,6,0
1395,0.002,0.002,0.003,0.123,0.914,-0.005,0,6,15,6,0
1395.5,-0.001,-0.001,-0.002,0.709,-0.949,0.007,0,6,15,6,0
1396,-0.005,-0.004,-0.006,1.225,-2.682,0.017,0,6,15,6,0
1396.5,-0.008,-0.005,-0.009,1.681,-4.133,0.026,0,6,15,6,0
1397,-0.011,-0.005,-0.012,2.097,-5.186,0.032,0,6,15,6,0
1397.5,-0.013,-0.003,-0.013,2.482,-5.754,0.036,0,6,15,6,0
1398,-0.013,-0.002,-0.013,2.888,-5.768,0.037,0,6,15,6,0
1398.5,-0.011,0,-0.011,3.292,-5.226,0.035,0,6,15,6,0
1399,-0.008,0.001,-0.008,3.433,-4.248,0.03,0,6,15,6,0
1399.5,-0.005,0.001,-0.005,3.194,-2.931,0.022,0,6,15,6,0
1400,-0.001,0,-0.001,2.621,-1.368,0.012,0,6,15,6,0
1400.5,0.002,-0.001,0.003,1.847,0.344,0.002,0,6,15,6,0
1401,0.005,-0.004,0.006,0.881,2.035,-0.009,0,6,15,6,0
1401.5,0.007,-0.007,0.01,0.161,3.708,-0.02,0,6,15,6,0
1402,0.008,-0.011,0.013,-0.263,5.207,-0.029,0,6,15,6,0
1402.5,0.008,-0.015,0.016,-0.441,6.407,-0.036,0,6,15,6,0
1403,0.007,-0.017,0.018,-0.688,7.11,-0.04,0,6,15,6,0
1403.5,0.005,-0.018,0.018,-1.029,7.278,-0.041,0,6,15,6,0
1404,0.002,-0.017,0.017,-1.384,6.913,-0.04,0,6,15,6,0
1404.5,0,-0.015,0.014,-1.712,6.04,-0.036,0,6,15,6,0
1405,-0.001,-0.011,0.01,-2.036,4.692,-0.029,0,6,15,6,0
1405.5,-0.001,-0.005,0.005,-2.506,2.88,-0.02,0,6,15,6,0
1406,0,0.001,-0.001,-3.169,0.686,-0.01,0,6,15,6,0
1406.5,0.004,0.007,-0.008,-3.726,-1.676,0.002,0,6,15,6,0
1407,0.009,0.012,-0.015,-4.173,-4.111,0.014,0,6,15,6,0
1407.5,0.015,0.015,-0.021,-4.394,-6.44,0.027,0,6,15,6,0
1408,0.022,0.017,-0.027,-4.437,-8.562,0.038,0,6,15,6,0
1408.5,0.028,0.016,-0.031,-4.205,-10.303,0.048,0,6,15,6,0
1409,0.032,0.013,-0.034,-3.711,-11.557,0.056,0,6,15,6,0
1409.5,0.035,0.009,-0.035,-3.025,-12.24,0.061,0,6,15,6,0
1410,0.035,0.005,-0.034,-2.196,-12.29,0.063,0,6,15,6,0
1410.5,0.033,0,-0.032,-1.211,-11.651,0.061,0,6,15,6,0
1411,0.028,-0.004,-0.027,-0.204,-10.363,0.056,0,6,15,6,0
1411.5,0.022,-0.006,-0.022,0.639,-8.517,0.047,0,6,15,6,0
1412,0.015,-0.006,-0.015,1.102,-6.264,0.036,0,6,15,6,0
1412.5,0.008,-0.005,-0.009,0.932,-3.82,0.023,0,6,15,6,0
1413,0.003,-0.002,-0.003,0.197,-1.325,0.008,0,6,15,6,0
1413.5,-0.002,0.002,0.002,-0.839,1.1,-0.008,0,6,15,6,0
1414,-0.004,0.006,0.007,-1.981,3.291,-0.022,0,6,15,6,0
1414.5,-0.006,0.01,0.011,-2.886,5.169,-0.034,0,6,15,6,0
1415,-0.006,0.014,0.014,-3.408,6.607,-0.042,0,6,15,6,0
1415.5,-0.004,0.017,0.017,-3.435,7.539,-0.047,0,6,15,6,0
1416,-0.002,0.018,0.018,-3.06,7.887,-0.049,0,6,15,6,0
1416.5,0,0.018,0.018,-2.523,7.589,-0.046,0,6,15,6,0
1417,0.002,0.016,0.016,-1.955,6.68,-0.04,0,6,15,6,0
1417.5,0.003,0.012,0.012,-1.464,5.231,-0.031,0,6,15,6,0
1418,0.003,0.008,0.008,-1.083,3.366,-0.02,0,6,15,6,0
1418.5,0.001,0.002,0.002,-0.821,1.23,-0.008,0,6,15,6,0
1419,-0.002,-0.003,-0.003,-0.728,-1.044,0.004,0,6,15,6,0
1419.5,-0.007,-0.007,-0.009,-0.664,-3.25,0.016,0,6,15,6,0
1420,-0.012,-0.009,-0.014,-0.446,-5.187,0.027,0,6,15,6,0
1420.5,-0.016,-0.009,-0.018,-0.07,-6.732,0.036,0,6,15,6,0
1421,-0.019,-0.008,-0.02,0.289,-7.837,0.043,0,6,15,6,0
1421.5,-0.022,-0.006,-0.022,0.438,-8.485,0.047,0,6,15,6,0
1422,-0.023,-0.003,-0.023,0.187,-8.709,0.048,0,6,15,6,0
1422.5,-0.024,0,-0.023,-0.561,-8.557,0.045,0,6,15,6,0
1423,-0.024,0.003,-0.023,-1.815,-8.11,0.041,0,6,15,6,0
1423.5,-0.022,0.006,-0.022,-3.266,-7.374,0.034,0,6,15,6,0
1424,-0.02,0.008,-0.021,-4.452,-6.34,0.026,0,6,15,6,0
1424.5,-0.016,0.009,-0.018,-4.927,-4.998,0.018,0,6,15,6,0
1425,-0.011,0.008,-0.013,-4.705,-3.483,0.01,0,6,15,6,0
1425.5,-0.006,0.006,-0.009,-3.975,-1.928,0.003,0,6,15,6,0
1426,-0.003,0.003,-0.004,-3.112,-0.509,-0.003,0,6,15,6,0
1426.5,0,0,0,-2.348,0.681,-0.008,0,6,15,6,0
1427,0.001,-0.002,0.002,-1.972,1.515,-0.012,0,6,15,6,0
1427.5,0.001,-0.003,0.003,-1.962,1.993,-0.015,0,6,15,6,0
1428,0,-0.004,0.004,-2.165,2.14,-0.016,0,6,15,6,0
1428.5,0,-0.003,0.003,-2.4,1.998,-0.015,0,6,15,6,0
1429,0,-0.002,0.002,-2.45,1.644,-0.014,0,6,15,6,0
1429.5,0,-0.001,0.001,-2.176,1.149,-0.01,0,6,15,6,0
1430,0,0,0,-1.619,0.549,-0.006,0,6,15,6,0
1430.5,0,0.001,-0.001,-0.735,-0.05,-0.001,0,6,15,6,0
1431,0.001,0.001,-0.001,0.347,-0.599,0.004,0,6,15,6,0
1431.5,0.001,0.001,-0.002,1.391,-1.074,0.008,0,6,15,6,0
1432,0.002,0.001,-0.002,2.006,-1.521,0.012,0,6,15,6,0
1432.5,0.003,0.002,-0.003,1.998,-1.936,0.014,0,6,15,6,0
1433,0.005,0.002,-0.005,1.047,-2.432,0.015,0,6,15,6,0
1433.5,0.008,0.002,-0.008,-0.639,-2.957,0.015,0,6,15,6,0
1434,0.012,0.002,-0.011,-2.611,-3.449,0.014,0,6,15,6,0
1434.5,0.014,0,-0.014,-4.328,-3.826,0.013,0,6,15,6,0
1435,0.016,-0.002,-0.016,-5.474,-4.08,0.012,0,6,15,6,0
1435.5,0.017,-0.004,-0.017,-5.928,-4.226,0.012,0,6,15,6,0
1436,0.016,-0.006,-0.016,-5.653,-4.262,0.012,0,6,15,6,0
1436.5,0.014,-0.008,-0.015,-4.759,-4.197,0.014,0,6,15,6,0
1437,0.011,-0.009,-0.014,-3.352,-3.999,0.015,0,6,15,6,0
1437.5,0.008,-0.008,-0.011,-1.578,-3.629,0.017,0,6,15,6,0
1438,0.005,-0.006,-0.008,0.278,-3.092,0.017,0,6,15,6,0
1438.5,0.002,-0.004,-0.005,1.93,-2.398,0.017,0,6,15,6,0
1439,0.001,-0.001,-0.001,3.039,-1.606,0.014,0,6,15,6,0
1439.5,0,0.001,0.001,3.36,-0.786,0.011,0,6,15,6,0
1440,0,0.003,0.003,3.087,0.104,0.005,0,6,15,6,0
1440.5,0,0.006,0.006,2.76,1.174,-0.001,0,6,15,6,0
1441,0.001,0.009,0.009,2.629,2.397,-0.008,0,6,15,6,0
1441.5,0.003,0.012,0.012,2.579,3.637,-0.015,0,6,15,6,0
1442,0.006,0.014,0.015,2.531,4.793,-0.021,0,6,15,6,0
1442.5,0.009,0.015,0.017,2.204,5.682,-0.027,0,6,15,6,0
1443,0.011,0.015,0.018,1.563,6.233,-0.031,0,6,15,6,0
1443.5,0.013,0.013,0.018,0.894,6.48,-0.034,0,6,15,6,0
1444,0.014,0.011,0.017,0.408,6.435,-0.034,0,6,15,6,0
1444.5,0.014,0.008,0.016,0.074,6.058,-0.033,0,6,15,6,0
1445,0.013,0.006,0.014,-0.071,5.379,-0.029,0,6,15,6,0
1445.5,0.012,0.003,0.012,0.021,4.46,-0.024,0,6,15,6,0
1446,0.009,0.001,0.009,0.266,3.337,-0.018,0,6,15,6,0
1446.5,0.006,0,0.006,0.677,2.117,-0.01,0,6,15,6,0
1447,0.003,0,0.003,1.168,0.871,-0.003,0,6,15,6,0
1447.5,0,0,0,1.506,-0.376,0.005,0,6,15,6,0
1448,-0.003,0.001,-0.003,1.334,-1.656,0.012,0,6,15,6,0
1448.5,-0.006,0.004,-0.007,0.688,-2.877,0.017,0,6,15,6,0
1449,-0.009,0.007,-0.01,-0.171,-3.924,0.021,0,6,15,6,0
1449.5,-0.01,0.01,-0.013,-1.087,-4.754,0.024,0,6,15,6,0
1450,-0.01,0.013,-0.015,-1.753,-5.263,0.025,0,6,15,6,0
1450.5,-0.008,0.015,-0.016,-2.17,-5.488,0.026,0,6,15,6,0
1451,-0.007,0.016,-0.017,-2.472,-5.49,0.025,0,6,15,6,0
1451.5,-0.004,0.016,-0.016,-2.657,-5.284,0.024,0,6,15,6,0
1452,-0.002,0.016,-0.015,-2.652,-4.868,0.021,0,6,15,6,0
1452.5,0,0.014,-0.014,-2.494,-4.288,0.019,0,6,15,6,0
1453,0.002,0.012,-0.012,-2.32,-3.619,0.015,0,6,15,6,0
1453.5,0.003,0.01,-0.01,-2.299,-2.953,0.012,0,6,15,6,0
1454,0.003,0.008,-0.009,-2.627,-2.403,0.008,0,6,15,6,0
1454.5,0.004,0.007,-0.008,-3.225,-1.985,0.005,0,6,15,6,0
1455,0.005,0.007,-0.008,-4.104,-1.784,0.002,0,6,15,6,0
1455.5,0.007,0.007,-0.009,-5.052,-1.784,0,0,6,15,6,0
1456,0.009,0.007,-0.011,-5.904,-1.996,0,0,6,15,6,0
1456.5,0.011,0.006,-0.012,-6.433,-2.372,0.001,0,6,15,6,0
1457,0.013,0.006,-0.014,-6.719,-2.959,0.003,0,6,15,6,0
1457.5,0.016,0.004,-0.016,-6.616,-3.662,0.007,0,6,15,6,0
1458,0.017,0.002,-0.017,-5.938,-4.357,0.012,0,6,15,6,0
1458.5,0.018,0,-0.018,-4.835,-5.012,0.018,0,6,15,6,0
1459,0.018,-0.002,-0.018,-3.526,-5.578,0.024,0,6,15,6,0
1459.5,0.018,-0.005,-0.018,-2.235,-6.006,0.028,0,6,15,6,0
1460,0.017,-0.007,-0.018,-1.202,-6.272,0.032,0,6,15,6,0
1460.5,0.015,-0.009,-0.017,-0.62,-6.364,0.033,0,6,15,6,0
1461,0.014,-0.011,-0.017,-0.444,-6.223,0.033,0,6,15,6,0
1461.5,0.012,-0.012,-0.016,-0.565,-5.823,0.031,0,6,15,6,0
1462,0.009,-0.012,-0.015,-0.947,-5.201,0.026,0,6,15,6,0
1462.5,0.007,-0.011,-0.013,-1.34,-4.332,0.021,0,6,15,6,0
1463,0.004,-0.009,-0.01,-1.487,-3.218,0.015,0,6,15,6,0
1463.5,0.002,-0.006,-0.006,-1.243,-1.891,0.008,0,6,15,6,0
1464,0,-0.002,-0.002,-0.724,-0.468,0.001,0,6,15,6,0
1464.5,0,0.003,0.003,0.123,1.036,-0.005,0,6,15,6,0
1465,0.001,0.008,0.008,1.115,2.509,-0.012,0,6,15,6,0
1465.5,0.003,0.012,0.012,1.806,3.766,-0.017,0,6,15,6,0
1466,0.006,0.014,0.014,2.028,4.737,-0.022,0,6,15,6,0
1466.5,0.008,0.014,0.016,1.733,5.354,-0.026,0,6,15,6,0
1467,0.01,0.013,0.016,0.994,5.586,-0.028,0,6,15,6,0
1467.5,0.01,0.01,0.014,-0.049,5.418,-0.03,0,6,15,6,0
1468,0.01,0.007,0.012,-1.164,4.877,-0.029,0,6,15,6,0
1468.5,0.008,0.004,0.008,-2.176,3.983,-0.026,0,6,15,6,0
1469,0.005,0.002,0.005,-2.871,2.812,-0.021,0,6,15,6,0
1469.5,0.001,0,0.001,-3.241,1.392,-0.014,0,6,15,6,0
1470,-0.004,-0.001,-0.004,-3.433,-0.254,-0.005,0,6,15,6,0
1470.5,-0.009,0,-0.008,-3.392,-1.998,0.004,0,6,15,6,0
1471,-0.013,0.002,-0.013,-3.144,-3.737,0.014,0,6,15,6,0
1471.5,-0.017,0.004,-0.017,-2.705,-5.346,0.024,0,6,15,6,0
1472,-0.019,0.008,-0.02,-2.175,-6.734,0.032,0,6,15,6,0
1472.5,-0.02,0.011,-0.022,-1.684,-7.828,0.039,0,6,15,6,0
1473,-0.019,0.015,-0.023,-1.087,-8.469,0.044,0,6,15,6,0
1473.5,-0.017,0.017,-0.023,-0.52,-8.651,0.046,0,6,15,6,0
1474,-0.014,0.018,-0.022,-0.126,-8.381,0.045,0,6,15,6,0
1474.5,-0.01,0.018,-0.02,0.01,-7.69,0.042,0,6,15,6,0
1475,-0.007,0.017,-0.018,-0.195,-6.656,0.036,0,6,15,6,0
1475.5,-0.004,0.015,-0.015,-0.654,-5.332,0.028,0,6,15,6,0
1476,-0.001,0.011,-0.011,-1.12,-3.755,0.018,0,6,15,6,0
1476.5,0,0.007,-0.007,-1.456,-2.018,0.008,0,6,15,6,0
1477,0,0.002,-0.002,-1.42,-0.16,-0.002,0,6,15,6,0
1477.5,-0.001,-0.004,0.004,-0.89,1.744,-0.011,0,6,15,6,0
1478,-0.004,-0.009,0.009,-0.009,3.562,-0.019,0,6,15,6,0
1478.5,-0.007,-0.013,0.014,0.869,5.122,-0.026,0,6,15,6,0
1479,-0.011,-0.015,0.018,1.477,6.307,-0.031,0,6,15,6,0
1479.5,-0.014,-0.014,0.02,1.553,6.994,-0.035,0,6,15,6,0
1480,-0.016,-0.012,0.02,1.078,7.152,-0.037,0,6,15,6,0
1480.5,-0.016,-0.009,0.018,0.103,6.755,-0.037,0,6,15,6,0
1481,-0.014,-0.006,0.014,-1.092,5.873,-0.034,0,6,15,6,0
1481.5,-0.01,-0.003,0.01,-2.224,4.577,-0.029,0,6,15,6,0
1482,-0.005,-0.001,0.005,-3.172,2.918,-0.022,0,6,15,6,0
1482.5,0.001,0,-0.001,-3.808,0.993,-0.013,0,6,15,6,0
1483,0.006,-0.001,-0.006,-3.938,-1.038,-0.002,0,6,15,6,0
1483.5,0.011,-0.003,-0.011,-3.318,-2.956,0.01,0,6,15,6,0
1484,0.013,-0.006,-0.014,-2.035,-4.635,0.021,0,6,15,6,0
1484.5,0.014,-0.008,-0.016,-0.321,-5.957,0.032,0,6,15,6,0
1485,0.014,-0.01,-0.017,1.479,-6.849,0.04,0,6,15,6,0
1485.5,0.012,-0.012,-0.016,3.245,-7.17,0.045,0,6,15,6,0
1486,0.009,-0.011,-0.014,4.865,-6.838,0.046,0,6,15,6,0
1486.5,0.005,-0.009,-0.01,6.11,-5.87,0.043,0,6,15,6,0
1487,0.002,-0.005,-0.005,6.902,-4.281,0.036,0,6,15,6,0
1487.5,0,0.001,0.001,7.064,-2.212,0.025,0,6,15,6,0
1488,-0.001,0.007,0.007,6.614,0.215,0.011,0,6,15,6,0
1488.5,0,0.013,0.013,5.725,2.86,-0.005,0,6,15,6,0
1489,0.003,0.019,0.019,4.623,5.566,-0.022,0,6,15,6,0
1489.5,0.007,0.025,0.025,3.694,8.227,-0.038,0,6,15,6,0
1490,0.012,0.03,0.031,3.175,10.695,-0.052,0,6,15,6,0
1490.5,0.019,0.032,0.036,2.823,12.688,-0.064,0,6,15,6,0
1491,0.024,0.032,0.039,2.174,13.911,-0.071,0,6,15,6,0
1491.5,0.028,0.028,0.039,1.19,14.265,-0.075,0,6,15,6,0
1492,0.029,0.023,0.036,-0.108,13.679,-0.075,0,6,15,6,0
1492.5,0.027,0.016,0.031,-1.523,12.194,-0.069,0,6,15,6,0
1493,0.022,0.009,0.023,-2.972,9.844,-0.059,0,6,15,6,0
1493.5,0.014,0.004,0.014,-4.236,6.781,-0.045,0,6,15,6,0
1494,0.004,0.001,0.004,-5.11,3.197,-0.027,0,6,15,6,0
1494.5,-0.007,0,-0.007,-5.441,-0.671,-0.007,0,6,15,6,0
1495,-0.017,0.002,-0.017,-5.054,-4.525,0.015,0,6,15,6,0
1495.5,-0.025,0.007,-0.025,-3.91,-8.08,0.037,0,6,15,6,0
1496,-0.03,0.012,-0.031,-2.249,-11.124,0.056,0,6,15,6,0
1496.5,-0.032,0.018,-0.036,-0.384,-13.466,0.072,0,6,15,6,0
1497,-0.031,0.024,-0.038,1.356,-14.963,0.084,0,6,15,6,0
1497.5,-0.028,0.028,-0.038,2.739,-15.503,0.089,0,6,15,6,0
1498,-0.023,0.03,-0.036,3.681,-15.013,0.089,0,6,15,6,0
1498.5,-0.016,0.028,-0.032,4.162,-13.499,0.081,0,6,15,6,0
1499,-0.01,0.024,-0.025,4.22,-11.041,0.068,0,6,15,6,0
1499.5,-0.004,0.017,-0.017,3.987,-7.768,0.05,0,6,15,6,0
1500,-0.001,0.007,-0.007,3.596,-3.877,0.028,0,6,15,6,0
