lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.962,5.00977,0.04692,1.073,5.23626,0.06251,,,,1.073,5.23626,,3.139,5.00977,,3.139,5.00977,,3.962,5.00977,,3.139,5.00977,,1.073,5.23626,,3.139,5.00977,,3.139,5.00977
3.916,5.07223,0.06246,1.026,5.29876,0.0625,,,,1.026,5.29876,,3.087,5.07223,,3.087,5.07223,,3.916,5.07223,,3.087,5.07223,,1.026,5.29876,,3.087,5.07223,,3.087,5.07223
3.868,5.13472,0.06249,0.985,5.34565,0.04689,,,,0.985,5.34565,,3.036,5.13472,,3.036,5.13472,,3.868,5.13472,,3.036,5.13472,,0.985,5.34565,,3.036,5.13472,,3.036,5.13472
3.818,5.18161,0.04689,0.947,5.40814,0.06249,,,,0.947,5.40814,,2.981,5.18161,,2.981,5.18161,,3.818,5.18161,,2.981,5.18161,,0.947,5.40814,,2.981,5.18161,,2.981,5.18161
3.752,5.24423,0.06262,0.922,5.47243,0.06429,,,,0.922,5.47243,,2.927,5.24423,,2.927,5.24423,,3.752,5.24423,,2.927,5.24423,,0.922,5.47243,,2.927,5.24423,,2.927,5.24423
3.681,5.32236,0.07813,0.907,5.53515,0.06272,,,,0.907,5.53515,,2.869,5.32236,,2.869,5.32236,,3.681,5.32236,,2.869,5.32236,,0.907,5.53515,,2.869,5.32236,,2.869,5.32236
3.596,5.35359,0.03123,0.903,5.59767,0.06252,,,,0.903,5.59767,,2.809,5.35359,,2.809,5.35359,,3.596,5.35359,,2.809,5.35359,,0.903,5.59767,,2.809,5.35359,,2.809,5.35359
3.51,5.416,0.06241,0.901,5.66933,0.07166,,,,0.901,5.66933,,2.739,5.416,,2.739,5.416,,3.51,5.416,,2.739,5.416,,0.901,5.66933,,2.739,5.416,,2.739,5.416
3.415,5.47831,0.06231,0.914,5.7156,0.04627,,,,0.914,5.7156,,2.679,5.47831,,2.679,5.47831,,3.415,5.47831,,2.679,5.47831,,0.914,5.7156,,2.679,5.47831,,2.679,5.47831
3.312,5.50975,0.03144,0.928,5.76268,0.04708,,,,0.928,5.76268,,2.622,5.50975,,2.622,5.50975,,3.312,5.50975,,2.622,5.50975,,0.928,5.76268,,2.622,5.50975,,2.622,5.50975
3.206,5.57226,0.06251,0.957,5.80957,0.04689,,,,0.957,5.80957,,2.548,5.57226,,2.548,5.57226,,3.206,5.57226,,2.548,5.57226,,0.957,5.80957,,2.548,5.57226,,2.548,5.57226
3.095,5.63475,0.06249,0.991,5.87352,0.06395,,,,0.991,5.87352,,2.477,5.63475,,2.477,5.63475,,3.095,5.63475,,2.477,5.63475,,0.991,5.87352,,2.477,5.63475,,2.477,5.63475
2.989,5.69705,0.0623,1.037,5.93604,0.06252,,,,1.037,5.93604,,2.404,5.69705,,2.404,5.69705,,2.989,5.69705,,2.404,5.69705,,1.037,5.93604,,2.404,5.69705,,2.404,5.69705
2.872,5.75976,0.06271,1.094,5.99853,0.06249,,,,1.094,5.99853,,2.328,5.75976,,2.328,5.75976,,2.872,5.75976,,2.328,5.75976,,1.094,5.99853,,2.328,5.75976,,2.328,5.75976
2.753,5.82245,0.06269,1.154,6.06102,0.06249,,,,1.154,6.06102,,2.257,5.82245,,2.257,5.82245,,2.753,5.82245,,2.257,5.82245,,1.154,6.06102,,2.257,5.82245,,2.257,5.82245
2.632,5.88835,0.0659,1.209,6.12699,0.06597,,,,1.209,6.12699,,2.195,5.88835,,2.195,5.88835,,2.632,5.88835,,2.195,5.88835,,1.209,6.12699,,2.195,5.88835,,2.195,5.88835
2.511,5.93554,0.04719,1.281,6.17407,0.04708,,,,1.281,6.17407,,2.139,5.93554,,2.139,5.93554,,2.511,5.93554,,2.139,5.93554,,1.281,6.17407,,2.139,5.93554,,2.139,5.93554
2.395,5.98234,0.0468,1.361,6.23806,0.06399,,,,1.361,6.23806,,2.08,5.98234,,2.08,5.98234,,2.395,5.98234,,2.08,5.98234,,1.361,6.23806,,2.08,5.98234,,2.08,5.98234
2.272,6.04633,0.06399,1.451,6.30056,0.0625,,,,1.451,6.30056,,2.014,6.04633,,2.014,6.04633,,2.272,6.04633,,2.014,6.04633,,1.451,6.30056,,2.014,6.04633,,2.014,6.04633
2.151,6.10887,0.06254,1.548,6.36306,0.0625,,,,1.548,6.36306,,1.952,6.10887,,1.952,6.10887,,2.151,6.10887,,1.952,6.10887,,1.548,6.36306,,1.952,6.10887,,1.952,6.10887
2.033,6.17133,0.06246,1.65,6.42557,0.06251,,,,1.65,6.42557,,1.892,6.17133,,1.892,6.17133,,2.033,6.17133,,1.892,6.17133,,1.65,6.42557,,1.892,6.17133,,1.892,6.17133
1.937,6.23383,0.0625,1.75,6.48786,0.06229,,,,1.75,6.48786,,1.836,6.23383,,1.836,6.23383,,1.937,6.23383,,1.836,6.23383,,1.75,6.48786,,1.836,6.23383,,1.836,6.23383
1.823,6.29635,0.06252,1.86,6.55057,0.06271,,,,1.86,6.55057,,1.783,6.29635,,1.783,6.29635,,1.823,6.29635,,1.783,6.29635,,1.86,6.55057,,1.783,6.29635,,1.783,6.29635
1.716,6.35863,0.06228,1.972,6.59744,0.04687,,,,1.972,6.59744,,1.737,6.35863,,1.737,6.35863,,1.716,6.35863,,1.737,6.35863,,1.972,6.59744,,1.737,6.35863,,1.737,6.35863
1.612,6.40572,0.04709,2.09,6.65995,0.06251,,,,2.09,6.65995,,1.696,6.40572,,1.696,6.40572,,1.612,6.40572,,1.696,6.40572,,2.09,6.65995,,1.696,6.40572,,1.696,6.40572
1.511,6.46823,0.06251,2.209,6.72245,0.0625,,,,2.209,6.72245,,1.656,6.46823,,1.656,6.46823,,1.511,6.46823,,1.656,6.46823,,2.209,6.72245,,1.656,6.46823,,1.656,6.46823
1.418,6.53051,0.06228,2.332,6.78496,0.06251,,,,2.332,6.78496,,1.621,6.53051,,1.621,6.53051,,1.418,6.53051,,1.621,6.53051,,2.332,6.78496,,1.621,6.53051,,1.621,6.53051
1.33,6.59303,0.06252,2.454,6.84746,0.0625,,,,2.454,6.84746,,1.59,6.59303,,1.59,6.59303,,1.33,6.59303,,1.59,6.59303,,2.454,6.84746,,1.59,6.59303,,1.59,6.59303
1.279,6.65571,0.06268,2.571,6.91003,0.06257,,,,2.571,6.91003,,1.565,6.65571,,1.565,6.65571,,1.279,6.65571,,1.565,6.65571,,2.571,6.91003,,1.565,6.65571,,1.565,6.65571
1.203,6.71823,0.06252,2.691,6.97246,0.06243,,,,2.691,6.97246,,1.546,6.71823,,1.546,6.71823,,1.203,6.71823,,1.546,6.71823,,2.691,6.97246,,1.546,6.71823,,1.546,6.71823
1.144,6.78075,0.06252,2.811,7.03497,0.06251,,,,2.811,7.03497,,1.534,6.78075,,1.534,6.78075,,1.144,6.78075,,1.534,6.78075,,2.811,7.03497,,1.534,6.78075,,1.534,6.78075
1.081,6.85886,0.07811,2.91,7.08185,0.04688,,,,2.91,7.08185,,1.528,6.85886,,1.528,6.85886,,1.081,6.85886,,1.528,6.85886,,2.91,7.08185,,1.528,6.85886,,1.528,6.85886
1.035,6.90575,0.04689,3.027,7.14445,0.0626,,,,3.027,7.14445,,1.524,6.90575,,1.524,6.90575,,1.035,6.90575,,1.524,6.90575,,3.027,7.14445,,1.524,6.90575,,1.524,6.90575
0.989,6.99958,0.09383,3.14,7.20686,0.06241,,,,3.14,7.20686,,1.534,6.99958,,1.534,6.99958,,0.989,6.99958,,1.534,6.99958,,3.14,7.20686,,1.534,6.99958,,1.534,6.99958
